Truth,Error
12958092,12958098
12958128,12958130
12958164,12958165
12958200,12958204
12958236,12958231
12958272,12958273
12958308,12958313
12958344,12958350
12958380,12958374
12958416,12958413
12958452,12958452
12958488,12958485
12958524,12958521
12958560,12958561
12958596,12958593
12958632,12958622
12958668,12958668
12958704,12958700
12958740,12958735
12958776,12958767
12958812,12958815
12958848,12958835
12958884,12958874
12958920,12958917
12958956,12958960
12958992,12958996
12959028,12959021
12959064,12959062
12959100,12959091
12959136,12959139
12959172,12959163
12959208,12959206
12959244,12959247
12959280,12959277
12959316,12959321
12959352,12959346
12959388,12959388
12959424,12959426
12959460,12959458
12959496,12959500
12959532,12959532
12959568,12959558
12959604,12959621
12959640,12959641
12959676,12959675
12959712,12959704
12959748,12959747
12959784,12959780
12959820,12959821
12959856,12959856
12959892,12959899
12959928,12959927
12959964,12959964
12960000,12960000
12960036,12960034
12960072,12960070
12960108,12960111
12960144,12960145
12960180,12960175
12960216,12960209
12960252,12960250
12960288,12960291
12960324,12960322
12960360,12960366
12960396,12960391
12960432,12960431
12960468,12960454
12960504,12960500
12960540,12960537
12960576,12960576
12960612,12960618
12960648,12960647
12960684,12960689
12960720,12960721
12960756,12960758
12960792,12960788
12960828,12960832
12960864,12960857
12960900,12960900
12960936,12960930
12960972,12960968
12961008,12960999
12961044,12961040
12961080,12961080
12961116,12961114
12961152,12961144
12961188,12961193
12961224,12961224
12961260,12961263
12961296,12961297
12961332,12961327
12961368,12961357
12961404,12961398
12961440,12961444
12961476,12961469
12961512,12961514
12961548,12961543
12961584,12961584
12961620,12961609
12961656,12961659
12961692,12961690
12966588,12966585
12966624,12966629
12966660,12966653
12966696,12966689
12966732,12966738
12966768,12966769
12966804,12966793
12966840,12966840
12966876,12966876
12966912,12966900
12966948,12966945
12966984,12966982
12967020,12967021
12967056,12967058
12967092,12967091
12967128,12967131
12967164,12967162
12967200,12967194
12967236,12967230
12967272,12967272
12967308,12967297
12967344,12967345
12967380,12967373
12967416,12967413
12967452,12967452
12967488,12967492
12967524,12967513
12967560,12967554
12967596,12967595
12967632,12967628
12974400,12974385
12974436,12974432
12974472,12974472
12974508,12974505
12974544,12974544
12974580,12974574
12974616,12974615
12974652,12974650
12974688,12974686
12974724,12974721
12974760,12974759
12974796,12974798
12974832,12974828
12974868,12974864
12979044,12979041
12979080,12979070
12979116,12979113
12979152,12979147
12979188,12979191
12979224,12979219
12979260,12979263
12979296,12979296
12979332,12979329
12979368,12979367
12979404,12979404
12979440,12979427
12979476,12979476
12979512,12979509
12979548,12979554
12979584,12979579
12979620,12979623
12979656,12979642
12979692,12979694
12979728,12979728
12979764,12979761
12979800,12979798
12979836,12979833
12979872,12979872
12979908,12979906
12979944,12979934
12979980,12979978
12980016,12980025
12980052,12980051
12980088,12980088
12980124,12980120
12980160,12980159
12980196,12980195
12980232,12980229
12980268,12980270
12980304,12980298
12980340,12980338
12980376,12980376
12980412,12980409
12980448,12980440
12980484,12980484
12980520,12980514
12980556,12980552
12980592,12980586
12980628,12980626
12980664,12980660
12980700,12980696
12980736,12980737
12980772,12980778
12980808,12980805
12980844,12980844
12980880,12980877
12980916,12980915
12980952,12980955
12980988,12980987
12981024,12981018
12981060,12981055
12981096,12981091
12981132,12981130
12981168,12981170
12981204,12981196
12981240,12981233
12981276,12981270
12981312,12981302
12981348,12981352
12981384,12981382
12981420,12981427
12981456,12981447
12981492,12981496
12981528,12981523
12981564,12981560
12981600,12981594
12981636,12981630
12981672,12981664
12981708,12981708
12981744,12981736
12981780,12981777
12981816,12981814
12981852,12981853
12981888,12981887
12981924,12981924
12984732,12984732
12984768,12984768
12984804,12984801
12984840,12984842
12984876,12984873
12984912,12984911
12984948,12984948
12984984,12984976
12985020,12985017
12985056,12985053
12985092,12985091
12985128,12985121
12985164,12985157
12985200,12985206
12985236,12985239
12985272,12985274
12985308,12985315
12985344,12985344
12985380,12985378
12985416,12985416
12985452,12985441
12985488,12985481
12985524,12985525
12985560,12985559
12985596,12985588
12985632,12985633
12985668,12985670
12985704,12985705
12985740,12985738
12985776,12985770
12985812,12985811
12985848,12985848
12985884,12985881
12985920,12985921
12985956,12985956
12985992,12985992
12986028,12986016
12986064,12986067
12986100,12986106
12986136,12986132
12986172,12986163
12986208,12986209
12986244,12986240
12986280,12986274
12986316,12986320
12986352,12986344
12986388,12986389
12986424,12986416
12986460,12986465
12986496,12986496
12986532,12986529
12986568,12986567
12986604,12986604
12986640,12986642
12986676,12986678
12986712,12986712
12986748,12986744
12986784,12986785
12986820,12986812
12986856,12986859
12986892,12986894
12986928,12986932
12986964,12986960
12987000,12986999
12987036,12987038
12987072,12987072
12987108,12987104
12987144,12987144
12987180,12987179
12987216,12987218
12987252,12987247
12987288,12987288
12987324,12987324
12987360,12987361
12987396,12987394
12987432,12987431
12987468,12987466
12987504,12987503
12987540,12987539
12989448,12989459
12989484,12989477
12989520,12989524
12989556,12989557
12989592,12989593
12989628,12989625
12989664,12989663
12989700,12989704
12989736,12989733
12989772,12989772
12989808,12989810
12989844,12989843
12989880,12989876
12989916,12989921
12989952,12989952
12989988,12989986
12990024,12990019
12990060,12990053
12990096,12990098
12990132,12990134
12990168,12990156
12990204,12990199
12990240,12990242
12990276,12990286
12990312,12990320
12990348,12990350
12990384,12990388
12990420,12990416
12990456,12990457
12990492,12990484
12990528,12990524
12990564,12990564
12990600,12990608
12990636,12990637
12990672,12990672
12990708,12990706
12990744,12990736
12990780,12990781
12990816,12990813
12990852,12990852
12990888,12990882
12990924,12990923
12990960,12990951
12990996,12990996
12991032,12991036
12991068,12991070
12991104,12991112
12991140,12991140
12991176,12991176
12991212,12991212
12991248,12991242
12991284,12991292
12991320,12991322
12991356,12991353
12991392,12991386
12991428,12991428
12991464,12991466
12991500,12991499
12991536,12991535
12991572,12991570
12991608,12991606
12991644,12991648
12991680,12991685
12991716,12991707
12991752,12991751
12991788,12991780
12991824,12991816
12991860,12991860
12991896,12991890
12991932,12991915
12991968,12991969
12992004,12992008
12992040,12992048
12992076,12992073
12992112,12992117
12992148,12992133
12992184,12992177
12992220,12992220
12992256,12992256
12992292,12992296
12992328,12992330
12992364,12992362
12992400,12992405
12992436,12992437
12992472,12992478
12996792,12996796
12996828,12996826
12996864,12996864
12996900,12996903
12996936,12996931
12996972,12996968
12997008,12997002
12997044,12997045
12997080,12997086
12997116,12997116
12997152,12997147
12997188,12997184
12997224,12997217
12997260,12997261
12997296,12997289
12997332,12997329
12997368,12997361
12997404,12997393
12997440,12997426
12997476,12997470
12997512,12997512
12997548,12997545
12997584,12997581
12997620,12997613
13004208,13004207
13004244,13004246
13004280,13004275
13004316,13004323
13004352,13004356
13004388,13004380
13004424,13004427
13004460,13004459
13004496,13004492
13004532,13004529
13004568,13004564
13004604,13004596
13004640,13004636
13004676,13004677
13004712,13004717
13004748,13004753
13004784,13004780
13004820,13004818
13004856,13004850
13004892,13004895
13004928,13004918
13004964,13004956
13005000,13004995
13005036,13005036
13005072,13005069
13005108,13005107
13005144,13005143
13005180,13005180
13005216,13005209
13005252,13005249
13005288,13005288
13005324,13005324
13005360,13005363
13005396,13005391
13005432,13005434
13005468,13005473
13005504,13005502
13005540,13005540
13005576,13005576
13005612,13005612
13005648,13005648
13005684,13005689
13005720,13005720
13005756,13005758
13005792,13005792
13005828,13005821
13005864,13005864
13005900,13005897
13005936,13005931
13005972,13005966
13006008,13006006
13006044,13006039
13006080,13006088
13006116,13006121
13006152,13006149
13006188,13006189
13006224,13006227
13006260,13006258
13006296,13006303
13006332,13006334
13006368,13006366
13006404,13006394
13006440,13006434
13006476,13006476
13006512,13006508
13006548,13006546
13006584,13006579
13006620,13006620
13006656,13006652
13006692,13006683
13006728,13006725
13006764,13006760
13006800,13006791
13006836,13006841
13006872,13006870
13006908,13006905
13006944,13006945
13006980,13006978
13007016,13007017
13007052,13007043
13007088,13007081
13007124,13007124
13007160,13007165
13007196,13007195
13007232,13007232
13007268,13007262
13007304,13007302
13007340,13007335
13007376,13007374
13007412,13007413
13007448,13007437
13007484,13007484
13007520,13007514
13007556,13007551
13007592,13007595
13007628,13007628
13007664,13007666
13007700,13007690
13007736,13007732
13007772,13007768
13007808,13007804
13007844,13007844
13007880,13007882
13007916,13007909
13007952,13007946
13007988,13007980
13008024,13008027
13008060,13008056
13008096,13008094
13008132,13008129
13008168,13008162
13008204,13008204
13008240,13008240
13008276,13008278
13008312,13008309
13008348,13008345
13008384,13008380
13008420,13008425
13008456,13008459
13008492,13008490
13014432,13014430
13014468,13014460
13014504,13014504
13014540,13014540
13014576,13014574
13014612,13014605
13014648,13014645
13014684,13014684
13014720,13014718
13014756,13014764
13014792,13014792
13014828,13014825
13014864,13014864
13014900,13014893
13014936,13014936
13014972,13014978
13015008,13015002
13015044,13015044
13015080,13015081
13015116,13015106
13015152,13015158
13015188,13015181
13015224,13015221
13015260,13015260
13015296,13015293
13015332,13015334
13015368,13015367
13015404,13015404
13015440,13015439
13015476,13015481
13015512,13015500
13015548,13015548
13015584,13015581
13015620,13015614
13015656,13015650
13015692,13015688
13015728,13015728
13015764,13015758
13015800,13015798
13015836,13015836
13015872,13015865
13015908,13015911
13015944,13015954
13015980,13015975
13016016,13016018
13016052,13016049
13016088,13016088
13016124,13016122
13016160,13016169
13016196,13016193
13016232,13016233
13016268,13016269
13016304,13016297
13016340,13016328
13016376,13016376
13016412,13016414
13016448,13016444
13016484,13016479
13016520,13016522
13016556,13016558
13016592,13016594
13016628,13016628
13016664,13016659
13016700,13016692
13016736,13016725
13016772,13016770
13016808,13016815
13016844,13016844
13016880,13016878
13016916,13016907
13016952,13016947
13016988,13016987
13017024,13017021
13017060,13017062
13017096,13017094
13017132,13017133
13017168,13017166
13017204,13017202
13017240,13017244
13017276,13017271
13017312,13017309
13017348,13017340
13017384,13017383
13017420,13017423
13017456,13017457
13017492,13017493
13017528,13017531
13017564,13017565
13017600,13017601
13017636,13017636
13017672,13017666
13017708,13017708
13017744,13017746
13017780,13017774
13017816,13017816
13017852,13017855
13017888,13017885
13017924,13017916
13017960,13017959
13017996,13018001
13018032,13018026
13018068,13018066
13018104,13018099
13018140,13018137
13018176,13018176
13018212,13018217
13018248,13018243
13018284,13018279
13018320,13018314
13018356,13018349
13018392,13018383
13018428,13018422
13018464,13018462
13018500,13018499
13018536,13018539
13018572,13018566
13018608,13018603
13018644,13018639
13018680,13018679
13018716,13018714
13018752,13018753
13018788,13018783
13018824,13018826
13018860,13018862
13018896,13018893
13018932,13018927
13018968,13018967
13019004,13018999
13019040,13019047
13019076,13019075
13019112,13019113
13019148,13019140
13019184,13019174
13019220,13019221
13019256,13019256
13019292,13019287
13019328,13019324
13019364,13019359
13019400,13019400
13019436,13019438
13019472,13019463
13019508,13019508
13019544,13019538
13019580,13019576
13019616,13019614
13019652,13019644
13019688,13019700
13019724,13019734
13019760,13019761
13019796,13019797
13019832,13019825
13019868,13019877
13019904,13019903
13019940,13019938
13019976,13019980
13020012,13020012
13020048,13020043
13020084,13020081
13020120,13020117
13020156,13020155
13020192,13020192
13020228,13020228
13020264,13020268
13020300,13020298
13020336,13020338
13020372,13020378
13020408,13020400
13020444,13020445
13020480,13020473
13020516,13020507
13020552,13020557
13020588,13020591
13020624,13020624
13020660,13020656
13020696,13020701
13020732,13020724
13020768,13020767
13020804,13020804
13020840,13020844
13020876,13020867
13020912,13020895
13020948,13020947
13020984,13020984
13021020,13021019
13021056,13021050
13021092,13021090
13021128,13021119
13021164,13021164
13021200,13021202
13021236,13021231
13021272,13021260
13021308,13021306
13021344,13021342
13021380,13021378
13021416,13021420
13021452,13021451
13021488,13021496
13021524,13021524
13021560,13021553
13021596,13021599
13024656,13024656
13024692,13024688
13024728,13024719
13024764,13024762
13024800,13024794
13024836,13024839
13024872,13024870
13024908,13024907
13024944,13024945
13024980,13024976
13025016,13025013
13025052,13025055
13025088,13025080
13025124,13025118
13025160,13025158
13025196,13025197
13025232,13025232
13025268,13025261
13025304,13025298
13032324,13032317
13032360,13032360
13032396,13032401
13032432,13032427
13032468,13032464
13032504,13032505
13032540,13032542
13032576,13032576
13032612,13032603
13032648,13032654
13032684,13032685
13032720,13032707
13032756,13032750
13032792,13032785
13032828,13032823
13032864,13032864
13032900,13032895
13032936,13032940
13032972,13032975
13033008,13033007
13033044,13033037
13033080,13033078
13033116,13033116
13033152,13033155
13033188,13033184
13033224,13033223
13033260,13033254
13033296,13033292
13033332,13033335
13033368,13033373
13033404,13033401
13033440,13033437
13033476,13033471
13033512,13033503
13033548,13033548
13033584,13033584
13033620,13033621
13033656,13033655
13033692,13033692
13033728,13033727
13033764,13033768
13033800,13033800
13033836,13033841
13033872,13033875
13033908,13033908
13033944,13033936
13033980,13033980
13034016,13034016
13034052,13034059
13034088,13034089
13034124,13034117
13034160,13034155
13034196,13034198
13034232,13034230
13034268,13034260
13034304,13034304
13034340,13034340
13034376,13034374
13034412,13034414
13034448,13034446
13034484,13034491
13034520,13034513
13034556,13034558
13034592,13034594
13034628,13034632
13034664,13034662
13034700,13034696
13034736,13034742
13034772,13034772
13034808,13034804
13034844,13034846
13034880,13034885
13034916,13034917
13034952,13034947
13034988,13034990
13035024,13035015
13035060,13035061
13035096,13035098
13035132,13035129
13035168,13035168
13035204,13035203
13035240,13035236
13035276,13035270
13035312,13035309
13035348,13035343
13035384,13035389
13035420,13035412
13035456,13035462
13035492,13035489
13035528,13035523
13035564,13035560
13035600,13035593
13035636,13035624
13035672,13035674
13035708,13035706
13035744,13035738
13035780,13035772
13035816,13035812
13035852,13035844
13035888,13035892
13035924,13035913
13035960,13035954
13035996,13035990
13036032,13036032
13036068,13036068
13036104,13036102
13036140,13036138
13036176,13036176
13036212,13036207
13036248,13036248
13036284,13036276
13036320,13036320
13036356,13036352
13036392,13036395
13036428,13036420
13036464,13036460
13036500,13036494
13036536,13036538
13036572,13036563
13036608,13036610
13036644,13036644
13036680,13036680
13036716,13036711
13036752,13036752
13036788,13036794
13036824,13036819
13036860,13036860
13036896,13036893
13046148,13046145
13046184,13046187
13046220,13046223
13046256,13046256
13046292,13046295
13046328,13046324
13046364,13046362
13046400,13046404
13046436,13046444
13046472,13046462
13046508,13046510
13046544,13046536
13046580,13046580
13046616,13046612
13046652,13046652
13046688,13046685
13046724,13046724
13046760,13046761
13046796,13046793
13046832,13046833
13046868,13046865
13046904,13046905
13046940,13046943
13046976,13046975
13047012,13047012
13047048,13047037
13047084,13047079
13047120,13047115
13047156,13047154
13047192,13047183
13047228,13047220
13047264,13047262
13047300,13047300
13047336,13047338
13047372,13047377
13047408,13047408
13047444,13047441
13047480,13047481
13047516,13047511
13047552,13047552
13047588,13047594
13047624,13047629
13047660,13047657
13047696,13047698
13047732,13047729
13047768,13047763
13047804,13047794
13047840,13047840
13047876,13047876
13047912,13047914
13047948,13047950
13047984,13047981
13048020,13048022
13048056,13048063
13048092,13048101
13048128,13048129
13048164,13048164
13048200,13048200
13048236,13048235
13048272,13048268
13048308,13048313
13048344,13048345
13048380,13048379
13048416,13048421
13048452,13048454
13048488,13048480
13048524,13048528
13048560,13048556
13048596,13048588
13048632,13048632
13048668,13048665
13048704,13048699
13048740,13048745
13048776,13048775
13048812,13048810
13048848,13048845
13048884,13048881
13048920,13048919
13048956,13048953
13048992,13049006
13049028,13049021
13049064,13049063
13049100,13049096
13049136,13049131
13049172,13049167
13049208,13049207
13049244,13049246
13049280,13049283
13049316,13049317
13049352,13049348
13049388,13049395
13049424,13049430
13049460,13049466
13049496,13049492
13049532,13049533
13049568,13049569
13049604,13049604
13049640,13049640
13049676,13049676
13049712,13049709
13049748,13049752
13049784,13049788
13049820,13049821
13049856,13049855
13049892,13049892
13049928,13049932
13049964,13049962
13050000,13050001
13050036,13050031
13050072,13050072
13050108,13050100
13050144,13050137
13050180,13050188
13050216,13050215
13050252,13050255
13050288,13050273
13050324,13050321
13050360,13050358
13050396,13050392
13050432,13050431
13050468,13050462
13050504,13050508
13050540,13050541
13050576,13050569
13050612,13050612
13050648,13050648
13050684,13050690
13050720,13050723
13050756,13050749
13050792,13050787
13050828,13050830
13050864,13050856
13050900,13050900
13050936,13050931
13050972,13050972
13051008,13051008
13051044,13051044
13051080,13051075
13051116,13051115
13051152,13051156
13051188,13051186
13051224,13051224
13051260,13051266
13051296,13051303
13051332,13051337
13051368,13051367
13051404,13051403
13051440,13051438
13051476,13051472
13051512,13051510
13051548,13051539
13051584,13051584
13051620,13051617
13051656,13051659
13051692,13051695
13051728,13051732
13051764,13051759
13051800,13051797
13051836,13051831
13051872,13051863
13051908,13051903
13051944,13051939
13051980,13051983
13052016,13052001
13052052,13052052
13052088,13052085
13052124,13052120
13052160,13052157
13052196,13052196
13052232,13052230
13052268,13052277
13052304,13052303
13052340,13052336
13052376,13052372
13052412,13052409
13059144,13059146
13059180,13059181
13059216,13059208
13059252,13059262
13059288,13059296
13059324,13059320
13059360,13059356
13059396,13059388
13059432,13059433
13059468,13059466
13059504,13059504
13059540,13059536
13059576,13059568
13059612,13059606
13063392,13063393
13063428,13063424
13063464,13063463
13063500,13063499
13063536,13063543
13063572,13063579
13063608,13063601
13063644,13063639
13063680,13063671
13063716,13063713
13063752,13063750
13068504,13068500
13068540,13068530
13068576,13068577
13068612,13068609
13068648,13068644
13068684,13068677
13068720,13068720
13068756,13068756
13068792,13068785
13068828,13068832
13068864,13068862
13068900,13068897
13068936,13068942
13068972,13068970
13069008,13069005
13069044,13069041
13069080,13069088
13069116,13069124
13069152,13069154
13069188,13069186
13069224,13069219
13069260,13069260
13069296,13069295
13069332,13069323
13069368,13069371
13069404,13069400
13069440,13069441
13069476,13069474
13069512,13069510
13069548,13069540
13069584,13069578
13069620,13069615
13069656,13069654
13069692,13069692
13069728,13069725
13069764,13069759
13069800,13069803
13069836,13069834
13069872,13069872
13069908,13069908
13069944,13069938
13069980,13069975
13070016,13070018
13070052,13070059
13070088,13070088
13070124,13070119
13070160,13070164
13070196,13070186
13070232,13070226
13070268,13070272
13070304,13070300
13070340,13070345
13070376,13070366
13070412,13070407
13070448,13070448
13070484,13070483
13070520,13070520
13070556,13070554
13070592,13070587
13070628,13070630
13070664,13070659
13070700,13070692
13070736,13070734
13070772,13070758
13070808,13070810
13070844,13070844
13070880,13070878
13070916,13070911
13070952,13070941
13070988,13070978
13071024,13071025
13071060,13071059
13071096,13071096
13071132,13071130
13071168,13071168
13071204,13071195
13071240,13071241
13071276,13071276
13071312,13071314
13071348,13071347
13071384,13071377
13071420,13071420
13071456,13071449
13071492,13071494
13071528,13071528
13071564,13071559
13071600,13071600
13071636,13071641
13071672,13071666
13071708,13071714
13071744,13071743
13071780,13071783
13076892,13076890
13076928,13076928
13076964,13076959
13077000,13077004
13077036,13077036
13077072,13077077
13077108,13077107
13077144,13077155
13077180,13077180
13077216,13077215
13077252,13077244
13077288,13077288
13077324,13077316
13077360,13077357
13077396,13077393
13077432,13077434
13077468,13077465
13077504,13077501
13077540,13077535
13077576,13077573
13077612,13077608
13077648,13077655
13077684,13077678
13077720,13077713
13077756,13077751
13077792,13077795
13077828,13077817
13077864,13077868
13077900,13077894
13077936,13077930
13077972,13077964
13078008,13078008
13078044,13078039
13078080,13078079
13078116,13078115
13078152,13078138
13078188,13078186
13078224,13078224
13078260,13078252
13078296,13078288
13078332,13078330
13078368,13078373
13078404,13078409
13078440,13078446
13078476,13078470
13078512,13078512
13078548,13078544
13078584,13078585
13078620,13078618
13078656,13078645
13078692,13078692
13078728,13078716
13078764,13078773
13078800,13078811
13078836,13078831
13078872,13078870
13078908,13078907
13078944,13078944
13078980,13078980
13079016,13079006
13079052,13079045
13079088,13079090
13079124,13079124
13079160,13079155
13079196,13079188
13079232,13079232
13079268,13079264
13079304,13079306
13079340,13079343
13079376,13079377
13079412,13079412
13079448,13079448
13079484,13079486
13079520,13079515
13079556,13079547
13079592,13079592
13079628,13079628
13079664,13079664
13079700,13079698
13079736,13079723
13079772,13079784
13079808,13079819
13079844,13079840
13079880,13079882
13079916,13079915
13079952,13079952
13079988,13079988
13080024,13080027
13080060,13080055
13080096,13080097
13080132,13080133
13080168,13080154
13080204,13080209
13080240,13080241
13080276,13080272
13080312,13080311
13080348,13080348
13080384,13080381
13080420,13080420
13080456,13080444
13080492,13080492
13080528,13080531
13080564,13080565
13080600,13080600
13080636,13080631
13080672,13080671
13080708,13080701
13080744,13080743
13080780,13080778
13080816,13080816
13080852,13080856
13080888,13080890
13080924,13080918
13080960,13080954
13080996,13080990
13081032,13081026
13081068,13081061
13081104,13081111
13081140,13081144
13081176,13081172
13081212,13081211
13081248,13081258
13081284,13081274
13081320,13081320
13081356,13081364
13081392,13081391
13081428,13081424
13081464,13081468
13081500,13081509
13081536,13081534
13081572,13081575
13081608,13081602
13081644,13081644
13081680,13081681
13081716,13081712
13081752,13081748
13081788,13081789
13081824,13081826
13081860,13081853
13081896,13081891
13081932,13081932
13083804,13083806
13083840,13083841
13083876,13083877
13083912,13083918
13083948,13083952
13083984,13083975
13084020,13084023
13084056,13084052
13084092,13084092
13084128,13084128
13084164,13084158
13084200,13084192
13084236,13084235
13084272,13084271
13084308,13084304
13084344,13084338
13084380,13084379
13084416,13084413
13084452,13084450
13084488,13084495
13084524,13084524
13084560,13084564
13084596,13084591
13084632,13084638
13084668,13084666
13084704,13084703
13084740,13084739
13084776,13084776
13084812,13084803
13084848,13084847
13084884,13084885
13084920,13084925
13084956,13084956
13084992,13084987
13085028,13085020
13085064,13085064
13085100,13085089
13085136,13085134
13085172,13085172
13085208,13085207
13085244,13085241
13085280,13085269
13085316,13085314
13085352,13085355
13085388,13085385
13085424,13085420
13085460,13085460
13085496,13085497
13085532,13085534
13085568,13085562
13085604,13085600
13085640,13085640
13085676,13085678
13085712,13085717
13085748,13085743
13085784,13085786
13085820,13085824
13085856,13085856
13085892,13085889
13085928,13085922
13085964,13085967
13086000,13085998
13086036,13086041
13086072,13086078
13086108,13086100
13086144,13086140
13086180,13086178
13086216,13086209
13086252,13086246
13086288,13086293
13086324,13086319
13086360,13086360
13086396,13086385
13086432,13086427
13086468,13086463
13086504,13086498
13086540,13086538
13086576,13086574
13086612,13086603
13086648,13086644
13086684,13086685
13086720,13086713
13086756,13086764
13086792,13086796
13086828,13086824
13086864,13086852
13086900,13086888
13086936,13086931
13086972,13086967
13087008,13087002
13087044,13087050
13087080,13087082
13087116,13087118
13087152,13087147
13087188,13087190
13087224,13087222
13087260,13087259
13087296,13087296
13087332,13087344
13087368,13087359
13087404,13087402
13087440,13087429
13087476,13087477
13087512,13087512
13087548,13087556
13087584,13087584
13087620,13087611
13087656,13087648
13087692,13087698
13087728,13087715
13087764,13087766
13087800,13087794
13087836,13087833
13087872,13087871
13087908,13087900
13087944,13087939
13087980,13087978
13088016,13088022
13088052,13088053
13088088,13088083
13088124,13088122
13088160,13088154
13088196,13088195
13088232,13088225
13088268,13088265
13088304,13088310
13088340,13088332
13088376,13088377
13088412,13088409
13088448,13088449
13088484,13088482
13088520,13088518
13088556,13088555
13088592,13088597
13088628,13088631
13088664,13088664
13088700,13088705
13088736,13088739
13088772,13088775
13088808,13088812
13088844,13088836
13088880,13088886
13088916,13088909
13088952,13088950
13088988,13088989
13089024,13089012
13089060,13089059
13089096,13089099
13089132,13089132
13089168,13089170
13089204,13089200
13089240,13089231
13089276,13089275
13089312,13089305
13089348,13089345
13089384,13089378
13089420,13089420
13089456,13089450
13089492,13089488
13089528,13089537
13089564,13089562
13089600,13089598
13089636,13089640
13089672,13089672
13089708,13089713
13089744,13089744
13089780,13089780
13089816,13089813
13089852,13089857
13089888,13089888
13089924,13089923
13089960,13089968
13089996,13089984
13090032,13090027
13090068,13090070
13090104,13090098
13090140,13090135
13090176,13090177
13090212,13090211
13090248,13090249
13090284,13090279
13090320,13090319
13090356,13090352
13090392,13090386
13090428,13090422
