dirty,truth
1504645858.67,1504645858.27
1504645858.68,1504645858.28
1504645858.69,1504645858.29
1504645858.7,1504645858.3
1504645858.71,1504645858.31
1504645858.72,1504645858.32
1504645858.73,1504645858.33
1504645858.75,1504645858.34
1504645858.76,1504645858.35
1504645858.77,1504645858.36
1504645858.78,1504645858.37
1504645858.79,1504645858.38
1504645858.8,1504645858.39
1504645858.81,1504645858.4
1504645858.82,1504645858.41
1504645858.831,1504645858.42
1504645858.835,1504645858.43
1504645858.838,1504645858.44
1504645858.838,1504645858.45
1504645858.84,1504645858.46
1504645858.85,1504645858.47
1504645858.86,1504645858.48
1504645858.87,1504645858.49
1504645858.88,1504645858.5
1504645858.89,1504645858.51
1504645858.9,1504645858.52
1504645858.91,1504645858.53
1504645858.92,1504645858.54
1504645858.93,1504645858.55
1504645858.94,1504645858.56
1504645858.95,1504645858.57
1504645858.96,1504645858.58
1504645858.97,1504645858.59
1504645858.98,1504645858.6
1504645858.99,1504645858.61
1504645859.0,1504645858.62
1504645859.01,1504645858.63
1504645859.02,1504645858.64
1504645859.03,1504645858.65
1504645859.04,1504645858.66
1504645859.05,1504645858.67
1504645859.06,1504645858.68
1504645859.07,1504645858.69
1504645859.08,1504645858.7
1504645859.09,1504645858.71
1504645859.1,1504645858.72
1504645859.11,1504645858.73
1504645859.12,1504645858.74
1504645859.13,1504645858.75
1504645859.14,1504645858.76
1504645859.15,1504645858.77
1504645859.16,1504645858.78
1504645859.17,1504645858.79
1504645859.18,1504645858.8
1504645859.19,1504645858.81
1504645859.2,1504645858.82
1504645859.21,1504645858.83
1504645859.22,1504645858.84
1504645859.23,1504645858.85
1504645860.13,1504645860.13
1504645860.14,1504645860.14
1504645860.15,1504645860.15
1504645860.16,1504645860.16
1504645860.17,1504645860.17
1504645860.18,1504645860.18
1504645860.19,1504645860.19
1504645860.2,1504645860.2
1504645860.21,1504645860.21
1504645860.22,1504645860.22
1504645860.23,1504645860.23
1504645860.24,1504645860.24
1504645860.25,1504645860.25
1504645860.26,1504645860.26
1504645860.27,1504645860.27
1504645860.28,1504645860.28
1504645860.29,1504645860.29
1504645860.3,1504645860.3
1504645860.31,1504645860.31
1504645860.32,1504645860.32
1504645860.33,1504645860.33
1504645860.34,1504645860.34
1504645860.35,1504645860.35
1504645860.36,1504645860.36
1504645860.37,1504645860.37
1504645860.38,1504645860.38
1504645860.395,1504645860.39
1504645860.41,1504645860.4
1504645860.425,1504645860.41
1504645860.44,1504645860.42
1504645860.455,1504645860.43
1504645860.47,1504645860.44
1504645860.485,1504645860.45
1504645860.5,1504645860.46
1504645860.515,1504645860.47
1504645860.53,1504645860.48
1504645860.545,1504645860.49
1504645860.56,1504645860.5
1504645860.575,1504645860.51
1504645860.59,1504645860.52
1504645860.605,1504645860.53
1504645860.62,1504645860.54
1504645860.635,1504645860.55
1504645860.65,1504645860.56
1504645860.665,1504645860.57
1504645860.68,1504645860.58
1504645860.695,1504645860.59
1504645860.71,1504645860.6
1504645860.725,1504645860.61
1504645860.74,1504645860.62
1504645860.755,1504645860.63
1504645860.77,1504645860.64
1504645860.785,1504645860.65
1504645860.8,1504645860.66
1504645860.815,1504645860.67
1504645860.83,1504645860.68
1504645860.845,1504645860.69
1504645860.86,1504645860.7
1504645860.875,1504645860.71
1504645860.89,1504645860.72
1504645860.905,1504645860.73
1504645860.92,1504645860.74
1504645860.935,1504645860.75
1504645860.95,1504645860.76
1504645860.965,1504645860.77
1504645860.98,1504645860.78
1504645860.995,1504645860.79
1504645861.01,1504645860.8
1504645861.025,1504645860.81
1504645861.04,1504645860.82
1504645861.055,1504645860.83
1504645861.07,1504645860.84
1504645861.085,1504645860.85
1504645861.1,1504645860.86
1504645861.115,1504645860.87
1504645861.13,1504645860.88
1504645861.145,1504645860.89
1504645861.16,1504645860.9
1504645861.175,1504645860.91
1504645861.19,1504645860.92
1504645861.205,1504645860.93
1504645861.22,1504645860.94
1504645861.235,1504645860.95
1504645861.25,1504645860.96
1504645861.265,1504645860.97
1504645861.28,1504645860.98
1504645861.295,1504645860.99
1504645861.31,1504645861.0
1504645861.325,1504645861.01
1504645861.34,1504645861.02
1504645861.355,1504645861.03
1504645861.37,1504645861.04
1504645861.385,1504645861.05
1504645861.4,1504645861.06
1504645861.415,1504645861.07
1504645861.43,1504645861.08
1504645861.445,1504645861.09
1504645861.46,1504645861.1
1504645861.475,1504645861.11
1504645861.49,1504645861.12
1504645861.505,1504645861.13
1504645861.52,1504645861.14
1504645861.535,1504645861.15
1504645861.55,1504645861.16
1504645861.565,1504645861.17
1504645861.58,1504645861.18
1504645861.595,1504645861.19
1504645861.61,1504645861.2
1504645861.625,1504645861.21
1504645861.64,1504645861.22
1504645861.655,1504645861.23
1504645861.67,1504645861.24
1504645861.685,1504645861.25
1504645861.7,1504645861.26
1504645861.715,1504645861.27
1504645861.72,1504645861.28
1504645861.73,1504645861.29
1504645861.74,1504645861.3
1504645861.75,1504645861.31
1504645861.76,1504645861.32
1504645861.77,1504645861.33
1504645861.78,1504645861.34
1504645861.79,1504645861.35
1504645861.8,1504645861.36
1504645861.81,1504645861.37
1504645861.82,1504645861.38
1504645861.83,1504645861.39
1504645861.84,1504645861.4
1504645861.85,1504645861.41
1504645861.86,1504645861.42
1504645861.87,1504645861.43
1504645861.88,1504645861.44
1504645861.89,1504645861.45
1504645861.9,1504645861.46
1504645861.91,1504645861.47
1504645861.92,1504645861.48
1504645861.93,1504645861.49
1504645861.94,1504645861.5
1504645861.95,1504645861.51
1504645861.96,1504645861.52
1504645861.97,1504645861.53
1504645861.98,1504645861.54
1504645861.99,1504645861.55
1504645862.0,1504645861.56
1504645862.01,1504645861.57
1504645862.02,1504645861.58
1504645862.03,1504645861.59
1504645862.04,1504645861.6
1504645862.05,1504645861.61
1504645862.06,1504645861.62
1504645862.07,1504645861.63
1504645862.08,1504645861.64
1504645862.09,1504645861.65
1504645862.1,1504645861.66
1504645862.11,1504645861.67
1504645862.12,1504645861.68
1504645862.13,1504645861.69
1504645862.14,1504645861.7
1504645862.15,1504645861.71
1504645862.16,1504645861.72
1504645862.17,1504645861.73
1504645862.18,1504645861.74
1504645862.19,1504645861.75
1504645862.2,1504645861.76
1504645862.21,1504645861.77
1504645862.22,1504645861.78
1504645862.23,1504645861.79
1504645862.24,1504645861.8
1504645862.25,1504645861.81
1504645862.26,1504645861.82
1504645862.27,1504645861.83
1504645862.28,1504645861.84
1504645862.29,1504645861.85
1504645862.305,1504645861.86
1504645862.32,1504645861.87
1504645862.335,1504645861.88
1504645862.35,1504645861.89
1504645862.365,1504645861.9
1504645862.38,1504645861.91
1504645862.395,1504645861.92
1504645862.41,1504645861.93
1504645862.425,1504645861.94
1504645862.44,1504645861.95
1504645862.455,1504645861.96
1504645862.47,1504645861.97
1504645862.485,1504645861.98
1504645862.5,1504645861.99
1504645862.515,1504645862.0
1504645862.53,1504645862.01
1504645862.545,1504645862.02
1504645862.56,1504645862.03
1504645862.575,1504645862.04
1504645862.59,1504645862.05
1504645862.605,1504645862.06
1504645862.62,1504645862.07
1504645862.635,1504645862.08
1504645862.65,1504645862.09
1504645862.665,1504645862.1
1504645862.68,1504645862.11
1504645862.695,1504645862.12
1504645862.71,1504645862.13
1504645862.725,1504645862.14
1504645862.74,1504645862.15
1504645862.755,1504645862.16
1504645862.77,1504645862.17
1504645862.785,1504645862.18
1504645862.8,1504645862.19
1504645862.815,1504645862.2
1504645862.83,1504645862.21
1504645862.845,1504645862.22
1504645862.86,1504645862.23
1504645862.875,1504645862.24
1504645862.89,1504645862.25
1504645862.905,1504645862.26
1504645862.92,1504645862.27
1504645862.935,1504645862.28
1504645862.95,1504645862.29
1504645862.965,1504645862.3
1504645862.98,1504645862.31
1504645862.995,1504645862.32
1504645863.01,1504645862.33
1504645863.025,1504645862.34
1504645863.04,1504645862.35
1504645863.055,1504645862.36
1504645863.07,1504645862.37
1504645863.085,1504645862.38
1504645863.1,1504645862.39
1504645863.115,1504645862.4
1504645863.13,1504645862.41
1504645863.145,1504645862.42
1504645863.16,1504645862.43
1504645863.175,1504645862.44
1504645863.19,1504645862.45
1504645863.205,1504645862.46
1504645863.22,1504645862.47
1504645863.235,1504645862.48
1504645863.25,1504645862.49
1504645863.265,1504645862.5
1504645863.28,1504645862.51
1504645863.295,1504645862.52
1504645863.31,1504645862.53
1504645863.325,1504645862.54
1504645863.34,1504645862.55
1504645863.355,1504645862.56
1504645863.37,1504645862.57
1504645863.385,1504645862.58
1504645863.4,1504645862.59
1504645863.415,1504645862.6
1504645863.43,1504645862.61
1504645863.445,1504645862.62
1504645863.46,1504645862.63
1504645863.475,1504645862.64
1504645863.49,1504645862.65
1504645863.505,1504645862.66
1504645863.52,1504645862.67
1504645863.535,1504645862.68
1504645863.55,1504645862.69
1504645863.565,1504645862.7
1504645863.58,1504645862.71
1504645863.595,1504645862.72
1504645863.6,1504645862.73
1504645863.61,1504645862.74
1504645863.62,1504645862.75
1504645863.63,1504645862.76
1504645863.64,1504645862.77
1504645863.65,1504645862.78
1504645863.66,1504645862.79
1504645863.67,1504645862.8
1504645863.68,1504645862.81
1504645863.69,1504645862.82
1504645863.7,1504645862.83
1504645863.71,1504645862.84
1504645863.72,1504645862.85
1504645863.73,1504645862.86
1504645863.74,1504645862.87
1504645863.75,1504645862.88
1504645863.76,1504645862.89
1504645863.77,1504645862.9
1504645863.78,1504645862.91
1504645863.79,1504645862.92
1504645863.8,1504645862.93
1504645863.81,1504645862.94
1504645864.48,1504645864.48
1504645864.49,1504645864.49
1504645864.5,1504645864.5
1504645864.515,1504645864.51
1504645864.53,1504645864.52
1504645864.545,1504645864.53
1504645864.56,1504645864.54
1504645864.575,1504645864.55
1504645864.59,1504645864.56
1504645864.605,1504645864.57
1504645864.62,1504645864.58
1504645864.635,1504645864.59
1504645864.65,1504645864.6
1504645864.665,1504645864.61
1504645864.68,1504645864.62
1504645864.695,1504645864.63
1504645864.71,1504645864.64
1504645864.725,1504645864.65
1504645864.74,1504645864.66
1504645864.755,1504645864.67
1504645864.77,1504645864.68
1504645864.785,1504645864.69
1504645864.8,1504645864.7
1504645864.815,1504645864.71
1504645864.83,1504645864.72
1504645864.845,1504645864.73
1504645864.86,1504645864.74
1504645864.875,1504645864.75
1504645864.89,1504645864.76
1504645864.905,1504645864.77
1504645864.92,1504645864.78
1504645864.935,1504645864.79
1504645864.95,1504645864.8
1504645864.965,1504645864.81
1504645864.98,1504645864.82
1504645864.995,1504645864.83
1504645865.01,1504645864.84
1504645865.025,1504645864.85
1504645865.04,1504645864.86
1504645865.055,1504645864.87
1504645865.07,1504645864.88
1504645865.085,1504645864.89
1504645865.1,1504645864.9
1504645865.115,1504645864.91
1504645865.13,1504645864.92
1504645865.145,1504645864.93
1504645865.16,1504645864.94
1504645865.175,1504645864.95
1504645865.19,1504645864.96
1504645865.205,1504645864.97
1504645865.22,1504645864.98
1504645865.235,1504645864.99
1504645865.25,1504645865.0
1504645865.265,1504645865.01
1504645865.28,1504645865.02
1504645865.295,1504645865.03
1504645865.31,1504645865.04
1504645865.325,1504645865.05
1504645865.34,1504645865.06
1504645865.355,1504645865.07
1504645865.37,1504645865.08
1504645865.385,1504645865.09
1504645865.4,1504645865.1
1504645865.415,1504645865.11
1504645865.43,1504645865.12
1504645865.445,1504645865.13
1504645865.46,1504645865.14
1504645865.475,1504645865.15
1504645865.49,1504645865.16
1504645865.505,1504645865.17
1504645865.52,1504645865.18
1504645865.535,1504645865.19
1504645865.55,1504645865.2
1504645865.565,1504645865.21
1504645865.58,1504645865.22
1504645865.595,1504645865.23
1504645865.61,1504645865.24
1504645865.62,1504645865.25
1504645865.631,1504645865.26
1504645865.64,1504645865.27
1504645865.65,1504645865.28
1504645865.66,1504645865.29
1504645865.67,1504645865.3
1504645865.68,1504645865.31
1504645865.69,1504645865.32
1504645865.7,1504645865.33
1504645865.71,1504645865.34
1504645865.72,1504645865.35
1504645865.73,1504645865.36
1504645865.74,1504645865.37
1504645865.75,1504645865.38
1504645865.76,1504645865.39
1504645865.77,1504645865.4
1504645865.78,1504645865.41
1504645865.79,1504645865.42
1504645865.8,1504645865.43
1504645865.81,1504645865.44
1504645865.82,1504645865.45
1504645865.83,1504645865.46
1504645865.84,1504645865.47
1504645865.85,1504645865.48
1504645865.86,1504645865.49
1504645865.87,1504645865.5
1504645865.88,1504645865.51
1504645865.89,1504645865.52
1504645865.9,1504645865.53
1504645865.91,1504645865.54
1504645865.92,1504645865.55
1504645865.93,1504645865.56
1504645865.94,1504645865.57
1504645865.95,1504645865.58
1504645865.96,1504645865.59
1504645865.97,1504645865.6
1504645865.98,1504645865.61
1504645865.99,1504645865.62
1504645866.0,1504645865.63
1504645866.01,1504645865.64
1504645866.02,1504645865.65
1504645866.03,1504645865.66
1504645866.04,1504645865.67
1504645866.05,1504645865.68
1504645866.06,1504645865.69
1504645866.07,1504645865.7
1504645866.08,1504645865.71
1504645866.09,1504645865.72
1504645866.1,1504645865.73
1504645866.11,1504645865.74
1504645866.12,1504645865.75
1504645866.13,1504645865.76
1504645866.14,1504645865.77
1504645866.15,1504645865.78
1504645866.16,1504645865.79
1504645866.17,1504645865.8
1504645866.185,1504645865.81
1504645866.2,1504645865.82
1504645866.215,1504645865.83
1504645866.23,1504645865.84
1504645866.245,1504645865.85
1504645866.26,1504645865.86
1504645866.275,1504645865.87
1504645866.29,1504645865.88
1504645866.305,1504645865.89
1504645866.32,1504645865.9
1504645866.335,1504645865.91
1504645866.35,1504645865.92
1504645866.365,1504645865.93
1504645866.38,1504645865.94
1504645866.395,1504645865.95
1504645866.41,1504645865.96
1504645866.425,1504645865.97
1504645866.44,1504645865.98
1504645866.455,1504645865.99
1504645866.47,1504645866.0
1504645866.485,1504645866.01
1504645866.5,1504645866.02
1504645866.515,1504645866.03
1504645866.53,1504645866.04
1504645866.545,1504645866.05
1504645866.56,1504645866.06
1504645866.575,1504645866.07
1504645866.59,1504645866.08
1504645866.605,1504645866.09
1504645866.62,1504645866.1
1504645866.635,1504645866.11
1504645866.65,1504645866.12
1504645866.665,1504645866.13
1504645866.68,1504645866.14
1504645866.695,1504645866.15
1504645866.71,1504645866.16
1504645866.725,1504645866.17
1504645866.74,1504645866.18
1504645866.755,1504645866.19
1504645866.77,1504645866.2
1504645866.785,1504645866.21
1504645866.8,1504645866.22
1504645866.815,1504645866.23
1504645866.83,1504645866.24
1504645866.845,1504645866.25
1504645866.86,1504645866.26
1504645866.875,1504645866.27
1504645866.89,1504645866.28
1504645866.905,1504645866.29
1504645866.92,1504645866.3
1504645866.935,1504645866.31
1504645866.95,1504645866.32
1504645866.965,1504645866.33
1504645866.98,1504645866.34
1504645866.995,1504645866.35
1504645867.01,1504645866.36
1504645867.025,1504645866.37
1504645867.04,1504645866.38
1504645867.055,1504645866.39
1504645867.07,1504645866.4
1504645867.085,1504645866.41
1504645867.1,1504645866.42
1504645867.115,1504645866.43
1504645867.13,1504645866.44
1504645867.145,1504645866.45
1504645867.16,1504645866.46
1504645867.175,1504645866.47
1504645867.19,1504645866.48
1504645867.205,1504645866.49
1504645867.22,1504645866.5
1504645867.235,1504645866.51
1504645867.25,1504645866.52
1504645867.26,1504645866.53
1504645867.27,1504645866.54
1504645867.28,1504645866.55
1504645867.29,1504645866.56
1504645867.3,1504645866.57
1504645867.31,1504645866.58
1504645867.32,1504645866.59
1504645867.33,1504645866.6
1504645867.34,1504645866.61
1504645867.35,1504645866.62
1504645867.36,1504645866.63
1504645867.37,1504645866.64
1504645867.38,1504645866.65
1504645867.39,1504645866.66
1504645867.4,1504645866.67
1504645867.415,1504645866.68
1504645867.43,1504645866.69
1504645867.445,1504645866.7
1504645867.46,1504645866.71
1504645867.475,1504645866.72
1504645867.49,1504645866.73
1504645867.505,1504645866.74
1504645867.52,1504645866.75
1504645867.535,1504645866.76
1504645867.55,1504645866.77
1504645867.565,1504645866.78
1504645867.58,1504645866.79
1504645867.595,1504645866.8
1504645867.61,1504645866.81
1504645867.625,1504645866.82
1504645867.64,1504645866.83
1504645867.655,1504645866.84
1504645867.67,1504645866.85
1504645867.685,1504645866.86
1504645867.7,1504645866.87
1504645867.715,1504645866.88
1504645867.73,1504645866.89
1504645867.745,1504645866.9
1504645867.76,1504645866.91
1504645867.775,1504645866.92
1504645867.79,1504645866.93
