dirty,truth
1504645728.17,1504645728.47
1504645728.17,1504645728.48
1504645728.171,1504645728.49
1504645728.171,1504645728.5
1504645728.171,1504645728.51
1504645728.172,1504645728.52
1504645728.172,1504645728.53
1504645728.172,1504645728.54
1504645728.173,1504645728.55
1504645728.173,1504645728.56
1504645728.173,1504645728.57
1504645728.174,1504645728.58
1504645728.174,1504645728.59
1504645728.174,1504645728.6
1504645728.175,1504645728.61
1504645728.175,1504645728.62
1504645728.175,1504645728.63
1504645728.176,1504645728.64
1504645728.176,1504645728.65
1504645728.176,1504645728.66
1504645728.177,1504645728.67
1504645728.177,1504645728.68
1504645728.177,1504645728.69
1504645728.178,1504645728.7
1504645728.178,1504645728.71
1504645728.178,1504645728.72
1504645728.179,1504645728.73
1504645728.179,1504645728.74
1504645728.179,1504645728.75
1504645728.18,1504645728.76
1504645728.18,1504645728.77
1504645728.18,1504645728.78
1504645728.181,1504645728.79
1504645728.181,1504645728.8
1504645728.181,1504645728.81
1504645728.182,1504645728.82
1504645728.195,1504645728.83
1504645728.21,1504645728.84
1504645728.225,1504645728.85
1504645728.24,1504645728.86
1504645728.255,1504645728.87
1504645728.27,1504645728.88
1504645728.285,1504645728.89
1504645728.3,1504645728.9
1504645728.315,1504645728.91
1504645728.33,1504645728.92
1504645728.345,1504645728.93
1504645728.36,1504645728.94
1504645728.375,1504645728.95
1504645728.39,1504645728.96
1504645728.405,1504645728.97
1504645728.42,1504645728.98
1504645728.435,1504645728.99
1504645728.45,1504645729.0
1504645728.465,1504645729.01
1504645728.48,1504645729.02
1504645728.495,1504645729.03
1504645728.51,1504645729.04
1504645728.525,1504645729.05
1504645728.54,1504645729.06
1504645728.555,1504645729.07
1504645728.57,1504645729.08
1504645728.585,1504645729.09
1504645728.6,1504645729.1
1504645728.615,1504645729.11
1504645728.63,1504645729.12
1504645728.645,1504645729.13
1504645728.66,1504645729.14
1504645728.675,1504645729.15
1504645728.69,1504645729.16
1504645728.705,1504645729.17
1504645728.72,1504645729.18
1504645728.735,1504645729.19
1504645728.75,1504645729.2
1504645728.765,1504645729.21
1504645728.78,1504645729.22
1504645728.795,1504645729.23
1504645728.81,1504645729.24
1504645728.825,1504645729.25
1504645728.84,1504645729.26
1504645728.855,1504645729.27
1504645728.87,1504645729.28
1504645728.885,1504645729.29
1504645728.9,1504645729.3
1504645728.915,1504645729.31
1504645728.93,1504645729.32
1504645728.945,1504645729.33
1504645728.96,1504645729.34
1504645728.975,1504645729.35
1504645728.99,1504645729.36
1504645729.005,1504645729.37
1504645729.02,1504645729.38
1504645729.035,1504645729.39
1504645729.05,1504645729.4
1504645729.065,1504645729.41
1504645729.08,1504645729.42
1504645729.095,1504645729.43
1504645729.11,1504645729.44
1504645729.125,1504645729.45
1504645729.13,1504645729.46
1504645729.14,1504645729.47
1504645729.15,1504645729.48
1504645729.16,1504645729.49
1504645729.17,1504645729.5
1504645729.18,1504645729.51
1504645729.195,1504645729.52
1504645729.195,1504645729.53
1504645729.196,1504645729.54
1504645729.2,1504645729.55
1504645729.21,1504645729.56
1504645729.22,1504645729.57
1504645729.23,1504645729.58
1504645729.24,1504645729.59
1504645729.255,1504645729.6
1504645729.27,1504645729.61
1504645729.285,1504645729.62
1504645729.3,1504645729.63
1504645729.315,1504645729.64
1504645729.33,1504645729.65
1504645729.345,1504645729.66
1504645729.36,1504645729.67
1504645729.375,1504645729.68
1504645729.39,1504645729.69
1504645729.405,1504645729.7
1504645729.42,1504645729.71
1504645729.435,1504645729.72
1504645729.45,1504645729.73
1504645729.465,1504645729.74
1504645729.48,1504645729.75
1504645729.495,1504645729.76
1504645729.51,1504645729.77
1504645729.525,1504645729.78
1504645729.54,1504645729.79
1504645729.555,1504645729.8
1504645729.57,1504645729.81
1504645729.585,1504645729.82
1504645729.6,1504645729.83
1504645729.615,1504645729.84
1504645729.63,1504645729.85
1504645729.645,1504645729.86
1504645729.66,1504645729.87
1504645729.675,1504645729.88
1504645729.69,1504645729.89
1504645729.705,1504645729.9
1504645729.72,1504645729.91
1504645729.735,1504645729.92
1504645729.75,1504645729.93
1504645729.765,1504645729.94
1504645729.78,1504645729.95
1504645729.795,1504645729.96
1504645729.81,1504645729.97
1504645729.825,1504645729.98
1504645729.84,1504645729.99
1504645729.855,1504645730.0
1504645729.87,1504645730.01
1504645729.885,1504645730.02
1504645729.9,1504645730.03
1504645729.915,1504645730.04
1504645729.93,1504645730.05
1504645729.945,1504645730.06
1504645729.96,1504645730.07
1504645729.975,1504645730.08
1504645729.99,1504645730.09
1504645730.005,1504645730.1
1504645730.02,1504645730.11
1504645730.035,1504645730.12
1504645730.05,1504645730.13
1504645730.065,1504645730.14
1504645730.08,1504645730.15
1504645730.095,1504645730.16
1504645730.11,1504645730.17
1504645730.125,1504645730.18
1504645730.14,1504645730.19
1504645730.155,1504645730.2
1504645730.17,1504645730.21
1504645730.185,1504645730.22
1504645730.2,1504645730.23
1504645730.215,1504645730.24
1504645730.23,1504645730.25
1504645730.245,1504645730.26
1504645730.26,1504645730.27
1504645730.275,1504645730.28
1504645730.29,1504645730.29
1504645730.305,1504645730.3
1504645730.32,1504645730.31
1504645730.335,1504645730.32
1504645730.35,1504645730.33
1504645730.365,1504645730.34
1504645730.38,1504645730.35
1504645730.395,1504645730.36
1504645730.41,1504645730.37
1504645730.425,1504645730.38
1504645730.44,1504645730.39
1504645730.455,1504645730.4
1504645730.47,1504645730.41
1504645730.485,1504645730.42
1504645730.5,1504645730.43
1504645730.515,1504645730.44
1504645730.53,1504645730.45
1504645730.545,1504645730.46
1504645730.56,1504645730.47
1504645730.575,1504645730.48
1504645730.58,1504645730.49
1504645730.59,1504645730.5
1504645730.6,1504645730.51
1504645730.61,1504645730.52
1504645730.62,1504645730.53
1504645730.63,1504645730.54
1504645730.65,1504645730.55
1504645730.66,1504645730.56
1504645730.67,1504645730.57
1504645730.68,1504645730.58
1504645730.69,1504645730.59
1504645730.7,1504645730.6
1504645730.71,1504645730.61
1504645730.72,1504645730.62
1504645730.73,1504645730.63
1504645730.74,1504645730.64
1504645730.75,1504645730.65
1504645730.76,1504645730.66
1504645730.77,1504645730.67
1504645730.78,1504645730.68
1504645730.79,1504645730.69
1504645730.8,1504645730.7
1504645730.81,1504645730.71
1504645730.82,1504645730.72
1504645730.83,1504645730.73
1504645730.84,1504645730.74
1504645730.85,1504645730.75
1504645730.86,1504645730.76
1504645730.87,1504645730.77
1504645730.88,1504645730.78
1504645730.89,1504645730.79
1504645730.9,1504645730.8
1504645730.91,1504645730.81
1504645730.92,1504645730.82
1504645730.93,1504645730.83
1504645730.94,1504645730.84
1504645730.95,1504645730.85
1504645730.96,1504645730.86
1504645730.97,1504645730.87
1504645730.98,1504645730.88
1504645730.995,1504645730.89
1504645731.01,1504645730.9
1504645731.025,1504645730.91
1504645731.04,1504645730.92
1504645731.055,1504645730.93
1504645731.07,1504645730.94
1504645731.085,1504645730.95
1504645731.1,1504645730.96
1504645731.115,1504645730.97
1504645731.13,1504645730.98
1504645731.145,1504645730.99
1504645731.16,1504645731.0
1504645731.175,1504645731.01
1504645731.19,1504645731.02
1504645731.205,1504645731.03
1504645731.22,1504645731.04
1504645731.235,1504645731.05
1504645731.25,1504645731.06
1504645731.265,1504645731.07
1504645731.28,1504645731.08
1504645731.295,1504645731.09
1504645731.31,1504645731.1
1504645731.325,1504645731.11
1504645731.34,1504645731.12
1504645731.355,1504645731.13
1504645731.37,1504645731.14
1504645731.385,1504645731.15
1504645731.4,1504645731.16
1504645731.415,1504645731.17
1504645731.43,1504645731.18
1504645731.445,1504645731.19
1504645731.46,1504645731.2
1504645731.475,1504645731.21
1504645731.49,1504645731.22
1504645731.505,1504645731.23
1504645731.52,1504645731.24
1504645731.535,1504645731.25
1504645731.55,1504645731.26
1504645731.565,1504645731.27
1504645731.58,1504645731.28
1504645731.595,1504645731.29
1504645731.61,1504645731.3
1504645731.625,1504645731.31
1504645731.64,1504645731.32
1504645731.655,1504645731.33
1504645731.67,1504645731.34
1504645731.685,1504645731.35
1504645731.7,1504645731.36
1504645731.715,1504645731.37
1504645731.73,1504645731.38
1504645731.745,1504645731.39
1504645731.76,1504645731.4
1504645731.775,1504645731.41
1504645731.79,1504645731.42
1504645731.805,1504645731.43
1504645731.82,1504645731.44
1504645731.835,1504645731.45
1504645731.85,1504645731.46
1504645731.865,1504645731.47
1504645731.88,1504645731.48
1504645731.895,1504645731.49
1504645731.91,1504645731.5
1504645731.925,1504645731.51
1504645731.94,1504645731.52
1504645731.955,1504645731.53
1504645731.97,1504645731.54
1504645731.985,1504645731.55
1504645732.0,1504645731.56
1504645732.015,1504645731.57
1504645732.03,1504645731.58
1504645732.04,1504645731.59
1504645732.05,1504645731.6
1504645732.06,1504645731.61
1504645732.07,1504645731.62
1504645732.08,1504645731.63
1504645732.09,1504645731.64
1504645732.692,1504645732.7
1504645732.702,1504645732.71
1504645732.712,1504645732.72
1504645732.722,1504645732.73
1504645732.732,1504645732.74
1504645732.742,1504645732.75
1504645732.752,1504645732.76
1504645732.762,1504645732.77
1504645732.772,1504645732.78
1504645732.782,1504645732.79
1504645732.792,1504645732.8
1504645732.802,1504645732.81
1504645732.812,1504645732.82
1504645732.822,1504645732.83
1504645732.832,1504645732.84
1504645732.842,1504645732.85
1504645732.852,1504645732.86
1504645732.862,1504645732.87
1504645732.872,1504645732.88
1504645732.882,1504645732.89
1504645732.892,1504645732.9
1504645732.902,1504645732.91
1504645732.912,1504645732.92
1504645732.922,1504645732.93
1504645732.932,1504645732.94
1504645732.942,1504645732.95
1504645732.952,1504645732.96
1504645732.962,1504645732.97
1504645732.972,1504645732.98
1504645732.982,1504645732.99
1504645732.992,1504645733.0
1504645733.002,1504645733.01
1504645733.012,1504645733.02
1504645733.022,1504645733.03
1504645733.032,1504645733.04
1504645733.042,1504645733.05
1504645733.052,1504645733.06
1504645733.062,1504645733.07
1504645733.072,1504645733.08
1504645733.082,1504645733.09
1504645733.092,1504645733.1
1504645733.102,1504645733.11
1504645733.112,1504645733.12
1504645733.122,1504645733.13
1504645733.132,1504645733.14
1504645733.142,1504645733.15
1504645733.152,1504645733.16
1504645733.162,1504645733.17
1504645733.172,1504645733.18
1504645733.182,1504645733.19
1504645733.192,1504645733.2
1504645733.202,1504645733.21
1504645733.212,1504645733.22
1504645733.222,1504645733.23
1504645733.232,1504645733.24
1504645733.242,1504645733.25
1504645733.252,1504645733.26
1504645733.262,1504645733.27
1504645733.272,1504645733.28
1504645733.282,1504645733.29
1504645733.292,1504645733.3
1504645733.302,1504645733.31
1504645733.312,1504645733.32
1504645733.322,1504645733.33
1504645733.332,1504645733.34
1504645733.342,1504645733.35
1504645733.96,1504645733.96
1504645733.97,1504645733.97
1504645733.98,1504645733.98
1504645733.99,1504645733.99
1504645734.0,1504645734.0
1504645734.01,1504645734.01
1504645734.02,1504645734.02
1504645734.03,1504645734.03
1504645734.04,1504645734.04
1504645734.05,1504645734.05
1504645734.06,1504645734.06
1504645734.07,1504645734.07
1504645734.08,1504645734.08
1504645734.09,1504645734.09
1504645734.1,1504645734.1
1504645734.11,1504645734.11
1504645734.12,1504645734.12
1504645734.13,1504645734.13
1504645734.14,1504645734.14
1504645734.15,1504645734.15
1504645734.16,1504645734.16
1504645734.17,1504645734.17
1504645734.18,1504645734.18
1504645734.19,1504645734.19
1504645734.2,1504645734.2
1504645734.21,1504645734.21
1504645734.22,1504645734.22
1504645734.23,1504645734.23
1504645734.24,1504645734.24
1504645734.25,1504645734.25
1504645734.26,1504645734.26
1504645734.27,1504645734.27
1504645734.28,1504645734.28
1504645734.29,1504645734.29
1504645734.3,1504645734.3
1504645734.31,1504645734.31
1504645734.32,1504645734.32
1504645734.33,1504645734.33
1504645734.34,1504645734.34
1504645734.35,1504645734.35
1504645734.36,1504645734.36
1504645734.37,1504645734.37
1504645734.38,1504645734.38
1504645734.39,1504645734.39
1504645734.4,1504645734.4
1504645734.41,1504645734.41
1504645734.42,1504645734.42
1504645734.43,1504645734.43
1504645734.44,1504645734.44
1504645734.45,1504645734.45
1504645734.46,1504645734.46
1504645734.47,1504645734.47
1504645734.48,1504645734.48
1504645734.49,1504645734.49
1504645734.5,1504645734.5
1504645734.51,1504645734.51
1504645734.52,1504645734.52
1504645734.53,1504645734.53
1504645734.54,1504645734.54
1504645734.55,1504645734.55
1504645734.56,1504645734.56
1504645734.57,1504645734.57
1504645734.58,1504645734.58
1504645734.59,1504645734.59
1504645734.6,1504645734.6
1504645734.61,1504645734.61
1504645734.62,1504645734.62
1504645734.63,1504645734.63
1504645734.64,1504645734.64
1504645734.65,1504645734.65
1504645734.66,1504645734.66
1504645734.67,1504645734.67
1504645734.679,1504645734.68
1504645736.439,1504645736.44
1504645736.449,1504645736.45
1504645736.459,1504645736.46
1504645736.469,1504645736.47
1504645736.479,1504645736.48
1504645736.489,1504645736.49
1504645736.499,1504645736.5
1504645736.509,1504645736.51
1504645736.519,1504645736.52
1504645736.529,1504645736.53
1504645736.539,1504645736.54
1504645736.549,1504645736.55
1504645736.559,1504645736.56
1504645736.569,1504645736.57
1504645736.579,1504645736.58
1504645736.589,1504645736.59
1504645736.599,1504645736.6
1504645736.609,1504645736.61
1504645736.619,1504645736.62
1504645736.629,1504645736.63
1504645736.639,1504645736.64
1504645736.649,1504645736.65
1504645736.659,1504645736.66
1504645736.669,1504645736.67
1504645736.679,1504645736.68
1504645736.689,1504645736.69
1504645736.699,1504645736.7
1504645736.709,1504645736.71
1504645736.719,1504645736.72
1504645736.729,1504645736.73
1504645736.739,1504645736.74
1504645736.749,1504645736.75
1504645736.759,1504645736.76
1504645736.769,1504645736.77
1504645736.779,1504645736.78
1504645736.789,1504645736.79
1504645736.799,1504645736.8
1504645736.809,1504645736.81
1504645736.819,1504645736.82
1504645736.829,1504645736.83
1504645736.839,1504645736.84
1504645736.849,1504645736.85
1504645736.859,1504645736.86
1504645736.869,1504645736.87
1504645736.879,1504645736.88
1504645736.889,1504645736.89
1504645736.899,1504645736.9
1504645736.909,1504645736.91
1504645736.919,1504645736.92
1504645736.929,1504645736.93
1504645736.939,1504645736.94
1504645736.949,1504645736.95
1504645736.959,1504645736.96
1504645736.969,1504645736.97
1504645736.979,1504645736.98
1504645736.989,1504645736.99
1504645736.999,1504645737.0
1504645737.009,1504645737.01
1504645737.019,1504645737.02
1504645737.029,1504645737.03
1504645737.039,1504645737.04
1504645737.049,1504645737.05
1504645737.059,1504645737.06
1504645737.069,1504645737.07
1504645737.079,1504645737.08
1504645737.089,1504645737.09
1504645737.099,1504645737.1
1504645737.62,1504645737.62
1504645737.63,1504645737.63
1504645737.64,1504645737.64
1504645737.65,1504645737.65
1504645737.66,1504645737.66
1504645737.67,1504645737.67
1504645737.68,1504645737.68
1504645737.69,1504645737.69
1504645737.7,1504645737.7
1504645737.71,1504645737.71
1504645737.72,1504645737.72
1504645737.73,1504645737.73
1504645737.748,1504645737.74
1504645737.75,1504645737.75
1504645737.76,1504645737.76
1504645737.77,1504645737.77
1504645737.78,1504645737.78
1504645737.79,1504645737.79
1504645737.8,1504645737.8
1504645737.81,1504645737.81
1504645737.82,1504645737.82
1504645737.836,1504645737.83
1504645737.84,1504645737.84
1504645737.85,1504645737.85
1504645737.86,1504645737.86
1504645737.87,1504645737.87
1504645737.88,1504645737.88
1504645737.89,1504645737.89
1504645737.9,1504645737.9
1504645737.91,1504645737.91
1504645737.925,1504645737.92
1504645737.94,1504645737.93
1504645737.955,1504645737.94
1504645737.97,1504645737.95
1504645737.985,1504645737.96
1504645738.0,1504645737.97
1504645738.015,1504645737.98
1504645738.03,1504645737.99
1504645738.045,1504645738.0
1504645738.06,1504645738.01
1504645738.075,1504645738.02
1504645738.09,1504645738.03
1504645738.105,1504645738.04
1504645738.12,1504645738.05
1504645738.135,1504645738.06
1504645738.15,1504645738.07
1504645738.165,1504645738.08
1504645738.18,1504645738.09
1504645738.195,1504645738.1
1504645738.21,1504645738.11
1504645738.225,1504645738.12
1504645738.24,1504645738.13
1504645738.255,1504645738.14
1504645738.27,1504645738.15
1504645738.285,1504645738.16
1504645738.3,1504645738.17
1504645738.315,1504645738.18
1504645738.33,1504645738.19
1504645738.345,1504645738.2
1504645738.36,1504645738.21
1504645738.375,1504645738.22
1504645738.39,1504645738.23
1504645738.405,1504645738.24
1504645738.42,1504645738.25
1504645738.435,1504645738.26
1504645738.45,1504645738.27
1504645738.465,1504645738.28
1504645738.48,1504645738.29
1504645738.495,1504645738.3
1504645738.51,1504645738.31
1504645738.525,1504645738.32
1504645738.54,1504645738.33
1504645738.555,1504645738.34
1504645738.57,1504645738.35
1504645738.585,1504645738.36
1504645738.6,1504645738.37
1504645738.615,1504645738.38
1504645738.63,1504645738.39
1504645738.645,1504645738.4
1504645738.66,1504645738.41
1504645738.675,1504645738.42
1504645738.69,1504645738.43
1504645738.705,1504645738.44
1504645738.72,1504645738.45
1504645738.735,1504645738.46
1504645738.75,1504645738.47
1504645738.765,1504645738.48
1504645738.78,1504645738.49
1504645738.795,1504645738.5
1504645738.81,1504645738.51
1504645738.825,1504645738.52
