Truth,Error
145740000,145739997
145740060,145740081
145740120,145740121
145740180,145740172
145740240,145740240
145740300,145740287
145740360,145740371
145740420,145740423
145740480,145740490
145740540,145740549
145740600,145740603
145740660,145740669
145740720,145740721
145740780,145740774
145740840,145740830
145740900,145740896
145740960,145740935
145741020,145741038
145741080,145741063
145741140,145741140
145741200,145741187
145741260,145741240
145741320,145741320
145741380,145741377
145741440,145741439
145741500,145741505
145741560,145741554
145741620,145741623
145741680,145741685
145741740,145741737
145741800,145741798
145741860,145741865
145741920,145741920
145741980,145741981
145742040,145742017
145742100,145742100
145742160,145742163
145742220,145742219
145742280,145742283
145742340,145742359
145742400,145742400
145742460,145742466
145742520,145742512
145742580,145742572
145742640,145742636
145742700,145742690
145742760,145742760
145742820,145742811
145742880,145742879
145742940,145742926
145743000,145742984
145743060,145743054
145743120,145743110
145743180,145743174
145743240,145743234
145743300,145743297
145743360,145743370
145743420,145743433
145743480,145743487
145743540,145743537
145743600,145743614
145743660,145743645
145743720,145743700
145743780,145743782
145743840,145743840
145743900,145743899
145743960,145743960
145744020,145744004
145744080,145744069
145744140,145744152
145744200,145744210
145744260,145744253
145744320,145744339
145744380,145744370
145744440,145744435
145744500,145744502
145744560,145744549
145744620,145744616
145744680,145744679
145744740,145744737
145744800,145744808
145744860,145744865
145744920,145744910
145744980,145744974
145745040,145745041
145745100,145745100
145745160,145745153
145745220,145745224
145745280,145745288
145745340,145745334
145745400,145745407
145745460,145745444
145745520,145745504
145745580,145745584
145745640,145745632
145745700,145745691
145745760,145745758
145745820,145745814
145745880,145745883
145745940,145745926
145746000,145745997
145746060,145746091
145746120,145746121
145746180,145746161
145746240,145746245
145746300,145746305
145746360,145746373
145746420,145746421
145746480,145746474
145746540,145746554
145746600,145746607
145746660,145746642
145746720,145746727
145746780,145746778
145746840,145746851
145746900,145746897
145746960,145746967
145747020,145747021
145747080,145747085
145747140,145747140
145747200,145747196
145747260,145747260
145747320,145747326
145747380,145747384
145747440,145747456
145747500,145747504
145747560,145747566
145747620,145747641
145747680,145747680
145747740,145747745
145747800,145747794
145747860,145747860
145747920,145747936
145747980,145747983
145748040,145748054
145748100,145748090
145748160,145748146
145748220,145748223
145748280,145748267
145748340,145748366
145748400,145748412
145748460,145748448
145748520,145748519
145748580,145748575
145748640,145748644
145748700,145748700
145748760,145748769
145748820,145748834
145748880,145748878
145748940,145748929
145749000,145749005
145749060,145749059
145749120,145749131
145749180,145749179
145749240,145749248
145749300,145749303
145749360,145749359
145749420,145749416
145749480,145749487
145749540,145749565
145749600,145749608
145749660,145749659
145749720,145749727
145749780,145749781
145749840,145749828
145749900,145749903
145749960,145749975
145750020,145750017
145750080,145750069
145750140,145750144
145750200,145750218
145750260,145750269
145750320,145750330
145750380,145750403
145750440,145750456
145750500,145750507
145750560,145750558
145750620,145750621
145750680,145750679
145750740,145750748
145750800,145750792
145750860,145750875
145750920,145750921
145750980,145750976
145751040,145751048
145751100,145751080
145751160,145751152
145751220,145751214
145751280,145751288
145751340,145751336
145751400,145751414
145751460,145751456
145751520,145751525
145751580,145751573
145751640,145751651
145751700,145751698
145751760,145751765
145751820,145751816
145753740,145753743
145753800,145753822
145753860,145753856
145753920,145753919
145753980,145753983
145754040,145754041
145754100,145754099
145754160,145754150
145754220,145754211
145754280,145754279
145754340,145754329
145754400,145754394
145754460,145754448
145754520,145754531
145754580,145754566
145754640,145754659
145754700,145754695
145754760,145754750
145754820,145754809
145754880,145754887
145754940,145754950
145755000,145754992
145755060,145755063
145755120,145755119
145755180,145755178
145755240,145755241
145755300,145755307
145755360,145755341
145755420,145755398
145755480,145755482
145758600,145758600
145758660,145758651
145758720,145758715
145758780,145758777
145758840,145758837
145758900,145758904
145758960,145758983
145759020,145759014
145759080,145759079
145759140,145759123
145759200,145759175
145759260,145759273
145759320,145759307
145759380,145759373
145759440,145759440
145759500,145759509
145759560,145759563
145759620,145759638
145759680,145759679
145759740,145759722
145759800,145759801
145759860,145759861
145759920,145759912
145759980,145759977
145760040,145760035
145760100,145760117
145760160,145760154
145760220,145760207
145760280,145760282
145760340,145760322
145760400,145760404
145760460,145760464
145760520,145760512
145760580,145760575
145760640,145760634
145760700,145760716
145760760,145760763
145760820,145760808
145760880,145760868
145760940,145760940
145761000,145761000
145761060,145761053
145761120,145761122
145761180,145761179
145761240,145761250
145761300,145761304
145761360,145761360
145761420,145761421
145761480,145761472
145761540,145761548
145761600,145761603
145761660,145761656
145761720,145761721
145761780,145761775
145761840,145761864
145761900,145761896
145761960,145761965
145762020,145762023
145762080,145762073
145762140,145762140
145762200,145762197
145762260,145762262
145762320,145762322
145762380,145762387
145762440,145762447
145762500,145762496
145762560,145762555
145762620,145762615
145762680,145762672
145762740,145762723
145762800,145762806
145762860,145762860
145768620,145768631
145768680,145768667
145768740,145768751
145768800,145768815
145768860,145768846
145768920,145768922
145772940,145772940
145773000,145772998
145773060,145773051
145773120,145773117
145773180,145773192
145773240,145773245
145773300,145773319
145773360,145773370
145773420,145773423
145773480,145773488
145773540,145773541
145773600,145773586
145773660,145773654
145773720,145773723
145773780,145773771
145773840,145773835
145773900,145773888
145773960,145773976
145774020,145774007
145774080,145774070
145774140,145774132
145774200,145774209
145774260,145774271
145774320,145774315
145774380,145774385
145774440,145774431
145774500,145774500
145774560,145774586
145774620,145774629
145774680,145774680
145774740,145774727
145779300,145779314
145779360,145779356
145779420,145779410
145779480,145779483
145779540,145779539
145779600,145779601
145779660,145779649
145779720,145779712
145779780,145779770
145779840,145779847
145779900,145779910
145779960,145779954
145780020,145780025
145780080,145780086
145780140,145780133
145780200,145780200
145780260,145780268
145780320,145780310
145780380,145780392
145780440,145780438
145780500,145780500
145780560,145780558
145780620,145780606
145780680,145780683
145780740,145780740
145780800,145780796
145780860,145780858
145780920,145780924
145780980,145780979
145781040,145781035
145781100,145781100
145781160,145781167
145781220,145781220
145781280,145781273
145781340,145781348
145781400,145781398
145781460,145781465
145781520,145781519
145781580,145781571
145781640,145781628
145781700,145781691
145781760,145781758
145781820,145781798
145781880,145781883
145781940,145781950
145782000,145781998
145782060,145782049
145782120,145782104
145782180,145782182
145782240,145782244
145782300,145782300
145782360,145782366
145782420,145782414
145782480,145782478
145782540,145782542
145782600,145782598
145782660,145782664
145782720,145782724
145782780,145782778
145782840,145782831
145782900,145782893
145782960,145782970
145783020,145783008
145783080,145783080
145783140,145783131
145783200,145783223
145783260,145783254
145783320,145783326
145783380,145783371
145783440,145783471
145783500,145783487
145783560,145783563
145783620,145783608
145783680,145783688
145783740,145783728
145783800,145783796
145783860,145783845
145783920,145783917
145783980,145783980
145784040,145784057
145784100,145784077
145784160,145784165
145784220,145784220
145784280,145784274
145784340,145784338
145784400,145784403
145784460,145784460
145784520,145784520
145784580,145784573
145784640,145784636
145784700,145784704
145784760,145784751
145784820,145784815
145784880,145784880
145784940,145784943
145785000,145785003
145785060,145785058
145785120,145785100
145785180,145785187
145785240,145785250
145785300,145785311
145785360,145785363
145785420,145785428
145785480,145785478
145785540,145785529
145785600,145785599
145785660,145785658
145785720,145785729
145785780,145785787
145785840,145785835
145785900,145785896
145785960,145785960
145786020,145786020
145786080,145786094
145786140,145786135
145786200,145786212
145786260,145786246
145786320,145786314
145786380,145786396
145786440,145786443
145786500,145786500
145786560,145786565
145786620,145786618
145786680,145786680
145786740,145786741
145786800,145786801
145786860,145786863
145786920,145786915
145786980,145786983
145787040,145787033
145787100,145787105
145787160,145787159
145787220,145787222
145787280,145787282
145787340,145787333
145787400,145787395
145787460,145787459
145787520,145787524
145787580,145787589
145787640,145787640
145787700,145787694
145787760,145787762
145787820,145787820
145787880,145787887
145787940,145787951
145788000,145788019
145788060,145788044
145788120,145788116
145788180,145788180
145788240,145788247
145788300,145788306
145788360,145788360
145788420,145788427
145788480,145788475
145788540,145788537
145788600,145788602
145788660,145788650
145788720,145788735
145788780,145788772
145788840,145788829
145788900,145788902
145788960,145788941
145789020,145789016
145789080,145789079
145789140,145789152
145789200,145789230
145789260,145789261
145789320,145789308
145789380,145789382
145789440,145789446
145789500,145789491
145789560,145789563
145789620,145789635
145789680,145789684
145789740,145789733
145789800,145789795
145789860,145789844
145789920,145789916
145789980,145789975
145790040,145790053
145790100,145790085
145790160,145790145
145790220,145790221
145790280,145790285
145790340,145790335
145790400,145790401
145790460,145790466
145790520,145790527
145790580,145790583
145790640,145790645
145790700,145790685
145790760,145790767
145790820,145790821
145790880,145790872
145790940,145790936
145791000,145790997
145791060,145791055
145791120,145791119
145791180,145791176
145791240,145791226
145791300,145791321
145791360,145791363
145791420,145791441
145791480,145791478
145791540,145791555
145791600,145791599
145791660,145791675
145791720,145791728
145793700,145793702
145793760,145793750
145793820,145793817
145793880,145793871
145793940,145793959
145794000,145794005
145794060,145794050
145794120,145794114
145794180,145794181
145794240,145794235
145794300,145794302
145794360,145794363
145794420,145794406
145794480,145794485
145794540,145794556
145794600,145794603
145794660,145794666
145794720,145794715
145794780,145794775
145794840,145794842
145794900,145794892
145794960,145794944
145795020,145795028
145795080,145795074
145795140,145795142
145795200,145795201
145795260,145795263
145795320,145795325
145795380,145795385
145795440,145795437
145795500,145795507
145795560,145795557
145795620,145795623
145795680,145795674
145795740,145795740
145795800,145795792
145795860,145795873
145795920,145795923
145795980,145795973
145796040,145796023
145796100,145796093
145796160,145796172
145796220,145796214
145796280,145796289
145796340,145796338
145796400,145796397
145796460,145796450
145796520,145796522
145796580,145796590
145796640,145796647
145796700,145796704
145796760,145796750
145796820,145796820
145796880,145796869
145796940,145796932
145797000,145797003
145797060,145797050
145797120,145797124
145797180,145797177
145797240,145797253
145797300,145797298
145797360,145797364
145797420,145797429
145797480,145797485
145797540,145797545
145797600,145797583
145797660,145797668
145797720,145797704
145797780,145797773
145797840,145797815
145797900,145797896
145797960,145797953
145798020,145798017
145798080,145798070
145798140,145798138
145798200,145798192
145798260,145798258
145798320,145798327
145798380,145798358
145798440,145798439
145798500,145798498
145798560,145798544
145798620,145798615
145798680,145798693
145798740,145798742
145798800,145798794
145798860,145798866
145798920,145798922
145798980,145798967
145799040,145799036
145799100,145799099
145799160,145799160
145799220,145799222
145799280,145799280
145799340,145799340
145799400,145799394
145799460,145799456
145799520,145799514
145799580,145799584
145799640,145799638
145799700,145799694
145799760,145799766
145799820,145799843
145799880,145799878
145799940,145799951
145800000,145799994
145800060,145800061
145800120,145800128
145800180,145800190
145800240,145800260
145800300,145800295
145800360,145800360
145800420,145800433
145800480,145800492
145800540,145800532
145800600,145800600
145800660,145800669
145804740,145804734
145804800,145804793
145804860,145804866
145804920,145804919
145804980,145804981
145805040,145805039
145805100,145805101
145805160,145805163
145805220,145805242
145805280,145805284
145805340,145805334
145805400,145805403
145805460,145805462
145805520,145805553
145805580,145805566
145805640,145805646
145805700,145805702
145805760,145805775
145805820,145805810
145805880,145805868
145805940,145805943
145806000,145806008
145806060,145806064
145806120,145806126
145806180,145806180
145806240,145806250
145806300,145806301
145806360,145806356
145806420,145806434
145806480,145806472
145806540,145806525
145806600,145806597
145806660,145806659
145806720,145806720
145806780,145806778
145806840,145806843
145806900,145806897
145806960,145806952
145807020,145807034
145807080,145807079
145807140,145807150
145807200,145807201
145807260,145807264
145807320,145807335
145807380,145807362
145807440,145807451
145807500,145807500
145807560,145807568
145807620,145807616
145807680,145807680
145807740,145807739
145807800,145807790
145807860,145807860
145807920,145807938
145807980,145807992
145808040,145808054
145808100,145808098
145808160,145808159
145808220,145808216
145808280,145808260
145808340,145808338
145808400,145808393
145808460,145808468
145808520,145808529
145808580,145808584
145808640,145808632
145808700,145808695
145808760,145808773
145808820,145808823
145808880,145808890
145808940,145808936
145809000,145809009
145809060,145809057
145809120,145809116
145809180,145809182
145809240,145809233
145809300,145809289
145809360,145809373
145809420,145809426
145809480,145809476
145809540,145809540
145809600,145809611
145809660,145809655
145809720,145809696
145809780,145809802
145809840,145809826
145809900,145809896
145809960,145809939
145810020,145809998
145810080,145810083
145810140,145810127
145810200,145810206
145810260,145810259
145810320,145810319
145810380,145810386
145810440,145810446
145810500,145810513
145810560,145810547
145810620,145810613
145810680,145810686
145810740,145810747
145810800,145810795
145810860,145810848
145810920,145810920
145810980,145810951
145811040,145811024
145811100,145811111
145811160,145811148
145811220,145811240
145811280,145811281
145811340,145811342
145811400,145811426
145811460,145811468
145811520,145811517
145811580,145811575
145811640,145811634
145811700,145811680
145811760,145811763
145811820,145811820
145811880,145811874
145811940,145811948
145812000,145811994
145812060,145812043
145812120,145812109
145812180,145812180
145812240,145812242
145812300,145812318
145812360,145812356
145817640,145817636
145817700,145817685
145817760,145817771
145817820,145817819
145817880,145817881
145817940,145817932
145818000,145818012
145818060,145818051
145818120,145818115
145818180,145818170
145818240,145818228
145818300,145818306
145818360,145818355
145818420,145818409
145818480,145818478
145818540,145818536
145818600,145818600
145818660,145818654
145818720,145818721
145818780,145818763
145818840,145818830
145818900,145818905
145823880,145823862
145823940,145823942
145824000,145823985
145824060,145824049
145824120,145824130
145824180,145824172
145824240,145824246
145824300,145824301
145824360,145824368
145824420,145824418
145824480,145824478
145824540,145824554
145824600,145824606
145824660,145824663
145824720,145824720
145824780,145824785
145824840,145824839
145824900,145824905
145824960,145824959
145825020,145825003
145825080,145825064
145825140,145825134
145825200,145825219
145825260,145825273
145825320,145825316
145825380,145825372
145825440,145825435
145825500,145825498
145825560,145825571
145825620,145825615
145825680,145825665
145825740,145825735
145825800,145825788
145825860,145825874
145825920,145825919
145825980,145825980
145826040,145826040
145826100,145826081
145826160,145826162
145826220,145826224
145826280,145826276
145826340,145826343
145826400,145826397
145826460,145826459
145826520,145826527
145826580,145826576
145826640,145826644
145826700,145826700
145826760,145826760
145826820,145826815
145826880,145826873
145826940,145826940
145827000,145827011
145827060,145827063
145827120,145827131
145827180,145827180
145827240,145827225
145827300,145827311
145827360,145827360
145827420,145827431
145827480,145827487
145827540,145827548
145827600,145827604
145827660,145827631
145827720,145827728
145827780,145827782
145827840,145827847
145827900,145827909
145827960,145827963
145828020,145828026
145828080,145828066
145828140,145828141
145828200,145828207
145828260,145828266
145828320,145828312
145828380,145828362
145828440,145828435
145828500,145828500
145828560,145828562
145828620,145828636
145828680,145828692
145828740,145828733
145828800,145828806
145828860,145828856
145828920,145828927
145828980,145828974
145829040,145829052
145829100,145829095
145829160,145829157
145829220,145829211
145829280,145829288
145829340,145829340
145829400,145829404
145829460,145829467
145829520,145829512
145829580,145829596
145829640,145829647
145829700,145829702
145829760,145829760
145829820,145829818
145829880,145829875
145829940,145829949
145830000,145830001
145830060,145830060
145830120,145830115
145830180,145830181
145830240,145830260
145830300,145830304
145830360,145830341
145830420,145830398
145830480,145830487
145830540,145830527
145830600,145830602
145830660,145830666
145830720,145830726
145830780,145830799
145830840,145830837
145830900,145830902
145830960,145830955
145831020,145831008
145831080,145831073
145831140,145831154
145831200,145831214
145831260,145831252
145831320,145831328
145831380,145831379
145831440,145831449
145831500,145831492
145831560,145831563
145831620,145831621
145831680,145831672
145831740,145831735
145831800,145831796
145831860,145831860
145831920,145831936
145831980,145831996
145832040,145832056
145832100,145832106
145832160,145832169
145832220,145832211
145832280,145832280
145832340,145832351
145832400,145832403
145832460,145832454
145832520,145832525
145832580,145832582
145832640,145832642
145832700,145832695
145832760,145832767
145832820,145832819
145832880,145832873
145832940,145832940
145833000,145833006
145833060,145833073
145833120,145833131
145833180,145833163
145833240,145833250
145837500,145837493
145837560,145837564
145837620,145837627
145837680,145837666
145837740,145837741
145837800,145837800
145837860,145837881
145837920,145837914
145837980,145837987
145838040,145838039
145838100,145838100
145838160,145838151
145838220,145838229
145838280,145838292
145838340,145838351
145838400,145838384
145838460,145838442
145838520,145838520
145838580,145838591
145838640,145838648
145838700,145838698
145838760,145838754
145838820,145838836
145838880,145838894
145838940,145838933
145839000,145839000
145839060,145839060
145839120,145839140
145839180,145839187
145839240,145839251
145839300,145839292
145843860,145843857
145843920,145843944
145843980,145843976
145844040,145844038
145844100,145844091
145844160,145844162
145844220,145844203
145844280,145844285
145844340,145844324
145844400,145844406
145844460,145844446
145844520,145844507
145844580,145844573
145844640,145844641
145844700,145844698
145844760,145844750
145844820,145844818
145844880,145844885
145844940,145844922
145845000,145845012
145845060,145845060
145845120,145845094
145845180,145845181
145845240,145845238
145845300,145845296
145845360,145845357
145845420,145845416
145845480,145845487
145845540,145845541
145845600,145845605
145845660,145845658
145845720,145845732
145845780,145845779
145845840,145845845
145845900,145845899
145845960,145845959
145846020,145846028
145846080,145846088
145846140,145846140
145846200,145846201
145846260,145846257
145846320,145846326
145846380,145846383
145846440,145846448
145846500,145846502
145846560,145846560
145846620,145846628
145846680,145846679
145846740,145846747
145846800,145846810
145846860,145846874
145846920,145846922
145846980,145846983
145847040,145847049
145847100,145847101
145847160,145847166
145847220,145847222
145847280,145847280
145847340,145847334
145847400,145847402
145847460,145847466
145847520,145847523
145847580,145847579
145847640,145847643
145847700,145847715
145847760,145847760
145847820,145847815
145847880,145847897
145847940,145847937
145848000,145848016
145848060,145848066
145848120,145848109
145852800,145852782
145852860,145852878
145852920,145852924
145852980,145852977
145853040,145853034
145853100,145853077
145853160,145853170
145853220,145853220
145853280,145853283
145853340,145853339
145853400,145853400
145853460,145853465
145853520,145853508
145853580,145853574
145853640,145853645
145853700,145853711
145853760,145853764
145853820,145853825
145853880,145853872
145853940,145853934
145854000,145854002
145854060,145854061
145854120,145854119
145854180,145854180
145854240,145854225
145854300,145854285
145854360,145854366
145854420,145854420
145854480,145854473
145854540,145854543
145854600,145854634
145854660,145854654
145854720,145854723
145854780,145854780
145854840,145854835
145854900,145854893
145854960,145854971
145855020,145855015
145855080,145855063
145855140,145855157
145855200,145855194
145855260,145855267
145855320,145855322
145855380,145855377
145855440,145855457
145855500,145855491
145855560,145855562
145855620,145855624
145855680,145855666
145855740,145855732
145855800,145855808
145855860,145855880
145855920,145855926
145855980,145855957
145856040,145856051
145856100,145856084
145856160,145856151
145856220,145856220
145856280,145856281
145856340,145856339
145856400,145856398
145856460,145856483
145856520,145856506
145856580,145856582
145856640,145856650
145856700,145856706
145856760,145856744
145856820,145856833
145856880,145856893
145856940,145856932
145857000,145856994
145857060,145857073
145857120,145857121
145857180,145857170
145857240,145857244
145857300,145857292
145857360,145857350
145857420,145857399
145863180,145863173
145863240,145863241
145863300,145863305
145863360,145863361
145863420,145863428
145863480,145863489
145863540,145863534
145863600,145863590
145863660,145863673
145863720,145863706
145863780,145863783
145863840,145863842
145863900,145863916
145863960,145863953
145864020,145864006
145864080,145864095
145864140,145864132
145864200,145864177
145864260,145864247
145864320,145864320
145864380,145864392
145864440,145864444
145864500,145864499
145864560,145864552
145864620,145864620
145864680,145864686
145864740,145864733
145864800,145864802
145864860,145864877
145864920,145864919
145864980,145864978
145865040,145865038
145865100,145865102
145865160,145865154
145865220,145865228
145865280,145865284
145865340,145865347
145865400,145865396
145865460,145865468
145865520,145865536
145865580,145865578
145865640,145865638
145865700,145865700
145865760,145865754
145865820,145865818
145865880,145865891
145865940,145865943
145866000,145865997
145866060,145866056
145866120,145866111
145866180,145866188
145866240,145866232
145866300,145866300
145866360,145866360
145866420,145866403
145866480,145866478
145866540,145866544
145866600,145866578
145866660,145866647
145866720,145866720
145866780,145866777
145866840,145866843
145866900,145866910
145866960,145866960
145867020,145867022
145867080,145867082
145867140,145867118
145867200,145867196
145867260,145867258
145867320,145867328
145867380,145867375
145867440,145867444
145867500,145867505
145867560,145867547
145867620,145867603
145867680,145867690
145867740,145867732
145867800,145867810
145867860,145867860
145867920,145867926
145867980,145867961
145868040,145868061
145868100,145868072
145868160,145868147
145868220,145868222
145868280,145868290
145871640,145871639
145871700,145871700
145871760,145871761
145871820,145871814
145871880,145871880
145871940,145871930
145872000,145872012
145872060,145872051
145872120,145872115
145872180,145872188
145872240,145872235
145872300,145872301
145872360,145872351
145872420,145872420
145872480,145872484
145872540,145872525
145872600,145872584
145872660,145872649
145872720,145872728
145872780,145872785
145872840,145872848
145872900,145872914
145872960,145872956
145873020,145873013
145873080,145873079
145873140,145873142
145873200,145873210
145873260,145873261
145873320,145873325
145873380,145873375
145873440,145873425
145873500,145873518
145873560,145873561
145873620,145873617
145873680,145873681
145873740,145873762
145873800,145873796
145873860,145873856
145873920,145873913
145873980,145873977
145874040,145874021
145874100,145874112
145874160,145874160
145874220,145874212
145874280,145874291
145874340,145874337
145874400,145874414
145874460,145874459
145874520,145874520
145874580,145874583
145874640,145874645
145874700,145874694
145874760,145874754
145874820,145874822
145874880,145874861
145874940,145874912
145875000,145875000
145875060,145875061
145875120,145875131
145875180,145875179
145875240,145875251
145875300,145875313
145875360,145875361
145875420,145875414
145875480,145875471
145875540,145875539
145875600,145875586
145875660,145875662
145875720,145875728
145875780,145875775
145875840,145875849
145875900,145875892
145875960,145875960
145876020,145876022
145876080,145876061
145876140,145876138
145876200,145876209
145876260,145876271
145876320,145876332
145876380,145876373
145876440,145876441
145876500,145876485
145876560,145876567
145876620,145876620
145876680,145876688
145876740,145876727
145876800,145876813
145876860,145876860
145876920,145876907
145876980,145876987
145877040,145877061
145877100,145877102
145877160,145877162
145877220,145877204
145877280,145877278
145877340,145877349
145877400,145877402
145877460,145877459
145877520,145877513
145877580,145877599
145877640,145877635
145877700,145877684
145877760,145877762
145877820,145877817
145877880,145877876
145877940,145877933
145878000,145877992
145878060,145878049
145878120,145878130
145878180,145878170
145878240,145878231
145878300,145878301
145882380,145882380
145882440,145882462
145882500,145882506
145885680,145885680
145885740,145885742
145885800,145885816
145885860,145885863
145885920,145885922
145885980,145885988
145886040,145886041
145886100,145886100
145886160,145886171
145886220,145886216
145886280,145886279
145886340,145886342
145886400,145886409
145886460,145886446
145886520,145886533
145886580,145886589
145886640,145886630
145886700,145886709
145886760,145886755
145886820,145886832
145886880,145886880
145886940,145886944
145887000,145886988
145887060,145887060
145887120,145887117
145887180,145887186
145887240,145887235
145887300,145887305
145887360,145887384
145887420,145887420
145887480,145887491
145887540,145887536
145887600,145887608
145887660,145887649
145887720,145887733
145887780,145887776
145887840,145887833
145887900,145887893
145887960,145887955
145888020,145888026
145888080,145888082
145888140,145888149
145888200,145888206
145888260,145888255
145888320,145888318
145888380,145888391
145888440,145888456
145888500,145888512
145888560,145888570
145888620,145888612
145888680,145888660
145888740,145888752
145888800,145888800
145888860,145888851
145888920,145888920
145888980,145888987
145889040,145889039
145889100,145889092
145889160,145889158
145889220,145889228
145889280,145889288
145889340,145889318
145889400,145889407
145889460,145889460
145889520,145889531
145889580,145889559
145889640,145889639
145889700,145889695
145889760,145889758
145893180,145893189
145893240,145893236
145893300,145893323
145893360,145893384
145893420,145893426
145893480,145893479
145893540,145893553
145898160,145898157
145898220,145898220
145898280,145898270
145898340,145898336
145898400,145898402
145898460,145898442
145898520,145898501
145898580,145898566
145898640,145898630
145898700,145898711
145898760,145898760
145898820,145898817
145898880,145898888
145898940,145898945
145899000,145899002
145899060,145899061
145899120,145899122
145899180,145899161
145899240,145899252
145899300,145899307
145899360,145899371
145899420,145899431
145899480,145899483
145899540,145899547
145899600,145899593
145899660,145899673
145899720,145899731
145899780,145899782
145899840,145899837
145899900,145899903
145899960,145899941
145900020,145900017
145900080,145900108
145900140,145900139
145900200,145900195
145900260,145900260
145900320,145900313
145900380,145900366
145900440,145900445
145900500,145900483
145900560,145900562
145900620,145900618
145900680,145900678
145900740,145900742
145900800,145900797
145900860,145900876
145900920,145900920
145900980,145901001
145901040,145901038
145901100,145901099
145901160,145901156
145901220,145901202
145901280,145901263
145901340,145901362
145901400,145901403
145901460,145901457
145901520,145901539
145901580,145901591
145901640,145901654
145901700,145901699
145901760,145901758
145901820,145901832
145901880,145901869
145904100,145904097
145904160,145904182
145904220,145904211
145904280,145904304
145904340,145904336
145904400,145904386
145904460,145904465
145904520,145904521
145904580,145904591
145904640,145904645
145904700,145904684
145904760,145904758
145904820,145904824
145904880,145904877
145904940,145904956
145905000,145905017
145905060,145905054
145905120,145905120
145905180,145905174
145905240,145905252
145905300,145905312
145905360,145905341
145905420,145905409
145905480,145905489
145905540,145905525
145905600,145905602
145905660,145905664
145905720,145905715
145905780,145905799
145905840,145905850
145905900,145905897
145905960,145905969
145906020,145906016
145906080,145906087
145906140,145906149
145906200,145906200
145906260,145906242
145906320,145906299
