Truth,Error
146050080,146050073
146050140,146050149
146050200,146050202
146050260,146050269
146050320,146050326
146050380,146050375
146050440,146050442
146050500,146050499
146050560,146050560
146050620,146050621
146050680,146050685
146050740,146050744
146050800,146050790
146050860,146050868
146050920,146050909
146050980,146051004
146051040,146051035
146051100,146051101
146051160,146051175
146051220,146051220
146051280,146051270
146051340,146051329
146051400,146051405
146051460,146051466
146051520,146051530
146051580,146051585
146051640,146051638
146051700,146051707
146051760,146051776
146051820,146051815
146051880,146051918
146051940,146051939
146052000,146052014
146052060,146052081
146052120,146052131
146052180,146052185
146052240,146052249
146052300,146052315
146052360,146052336
146052420,146052427
146052480,146052479
146052540,146052536
146052600,146052603
146052660,146052664
146052720,146052727
146052780,146052777
146052840,146052853
146052900,146052882
146052960,146052953
146053020,146053011
146053080,146053083
146053140,146053138
146053200,146053207
146053260,146053255
146053320,146053334
146053380,146053389
146053440,146053437
146053500,146053486
146053560,146053551
146053620,146053607
146053680,146053694
146053740,146053749
146053800,146053790
146053860,146053880
146053920,146053920
146053980,146053960
146054040,146054052
146054100,146054115
146054160,146054162
146054220,146054214
146054280,146054294
146054340,146054337
146054400,146054401
146054460,146054466
146054520,146054525
146054580,146054578
146054640,146054632
146054700,146054709
146054760,146054740
146054820,146054825
146054880,146054884
146054940,146054947
146055000,146054999
146055060,146055064
146055120,146055129
146055180,146055172
146055240,146055242
146055300,146055305
146058300,146058296
146058360,146058349
146058420,146058414
146058480,146058475
146058540,146058544
146058600,146058610
146058660,146058664
146058720,146058736
146058780,146058781
146058840,146058836
146058900,146058895
146058960,146058954
146059020,146059020
146059080,146059095
146059140,146059128
146059200,146059207
146059260,146059262
146059320,146059330
146059380,146059378
146059440,146059449
146059500,146059498
146059560,146059568
146059620,146059603
146059680,146059687
146059740,146059749
146059800,146059787
146059860,146059870
146059920,146059912
146059980,146059992
146060040,146060042
146060100,146060109
146060160,146060166
146060220,146060211
146060280,146060298
146060340,146060354
146060400,146060393
146060460,146060468
146065500,146065502
146065560,146065561
146065620,146065635
146065680,146065664
146065740,146065748
146065800,146065796
146065860,146065858
146065920,146065916
146065980,146065985
146066040,146066029
146066100,146066097
146066160,146066167
146066220,146066216
146066280,146066277
146066340,146066345
146066400,146066402
146066460,146066459
146066520,146066522
146066580,146066573
146066640,146066650
146066700,146066691
146066760,146066746
146066820,146066825
146066880,146066869
146066940,146066933
146067000,146067000
146067060,146067068
146067120,146067117
146067180,146067178
146067240,146067238
146067300,146067305
146067360,146067357
146067420,146067423
146067480,146067494
146067540,146067540
146067600,146067598
146067660,146067653
146067720,146067714
146067780,146067769
146067840,146067831
146067900,146067896
146067960,146067964
146068020,146068026
146068080,146068078
146068140,146068144
146068200,146068189
146068260,146068281
146068320,146068345
146068380,146068380
146068440,146068446
146068500,146068502
146068560,146068569
146068620,146068615
146068680,146068667
146068740,146068749
146068800,146068791
146068860,146068864
146068920,146068913
146068980,146068974
146069040,146069051
146069100,146069117
146069160,146069160
146069220,146069218
146069280,146069284
146069340,146069336
146069400,146069385
146069460,146069461
146069520,146069499
146069580,146069585
146069640,146069637
146069700,146069703
146069760,146069747
146069820,146069814
146069880,146069886
146069940,146069954
146070000,146070009
146070060,146070065
146070120,146070111
146070180,146070186
146070240,146070242
146070300,146070299
146070360,146070374
146070420,146070414
146070480,146070498
146070540,146070535
146070600,146070595
146070660,146070660
146070720,146070709
146070780,146070777
146070840,146070842
146070900,146070885
146070960,146070953
146071020,146071008
146071080,146071077
146071140,146071152
146071200,146071197
146071260,146071260
146071320,146071323
146071380,146071371
146071440,146071443
146071500,146071497
146071560,146071555
146071620,146071605
146071680,146071675
146071740,146071751
146071800,146071813
146071860,146071859
146071920,146071921
146071980,146071978
146072040,146072031
146074140,146074132
146074200,146074211
146074260,146074259
146074320,146074315
146074380,146074389
146074440,146074453
146074500,146074493
146074560,146074571
146074620,146074638
146074680,146074684
146074740,146074728
146074800,146074807
146074860,146074872
146074920,146074912
146074980,146074998
146075040,146075040
146075100,146075100
146075160,146075172
146075220,146075224
146075280,146075294
146075340,146075341
146075400,146075405
146075460,146075462
146075520,146075524
146075580,146075587
146075640,146075646
146075700,146075700
146075760,146075771
146075820,146075821
146075880,146075894
146075940,146075948
146076000,146076001
146076060,146076055
146076120,146076122
146076180,146076195
146076240,146076243
146076300,146076311
146076360,146076361
146076420,146076419
146076480,146076476
146076540,146076523
146076600,146076605
146076660,146076662
146076720,146076721
146076780,146076789
146076840,146076833
146076900,146076918
146076960,146076948
146077020,146077024
146077080,146077071
146077140,146077140
146077200,146077213
146077260,146077248
146077320,146077323
146077380,146077383
146077440,146077443
146077500,146077504
146077560,146077569
146077620,146077626
146077680,146077685
146077740,146077750
146077800,146077808
146077860,146077860
146077920,146077910
146077980,146077989
146078040,146078039
146078100,146078118
146078160,146078157
146078220,146078210
146078280,146078293
146078340,146078335
146078400,146078387
146078460,146078473
146078520,146078508
146078580,146078595
146078640,146078633
146078700,146078705
146078760,146078764
146078820,146078804
146078880,146078881
146078940,146078938
146079000,146079003
146079060,146079067
146079120,146079137
146079180,146079180
146079240,146079240
146079300,146079323
146079360,146079369
146079420,146079429
146079480,146079467
146079540,146079528
146079600,146079597
146079660,146079660
146079720,146079726
146079780,146079809
146079840,146079830
146079900,146079898
146079960,146079968
146080020,146080024
146080080,146080093
146080140,146080139
146080200,146080193
146080260,146080282
146080320,146080326
146080380,146080370
146080440,146080439
146080500,146080501
146080560,146080547
146080620,146080629
146080680,146080683
146080740,146080739
146080800,146080796
146080860,146080878
146080920,146080920
146080980,146080974
146081040,146081022
146081100,146081091
146081160,146081168
146081220,146081236
146081280,146081270
146081340,146081322
146081400,146081401
146081460,146081461
146081520,146081530
146081580,146081575
146081640,146081642
146081700,146081683
146081760,146081750
146081820,146081817
146081880,146081878
146081940,146081946
146082000,146082013
146082060,146082048
146082120,146082138
146082180,146082175
146082240,146082238
146082300,146082312
146082360,146082338
146082420,146082408
146082480,146082474
146082540,146082542
146082600,146082612
146082660,146082672
146082720,146082713
146082780,146082789
146082840,146082838
146082900,146082916
146082960,146082959
146083020,146083032
146085180,146085187
146085240,146085240
146085300,146085303
146085360,146085367
146085420,146085419
146085480,146085468
146085540,146085539
146085600,146085607
146085660,146085654
146085720,146085711
146085780,146085772
146085840,146085840
146085900,146085900
146085960,146085960
146086020,146086009
146086080,146086081
146086140,146086136
146086200,146086192
146086260,146086243
146086320,146086311
146086380,146086376
146086440,146086442
146086500,146086505
146086560,146086561
146086620,146086623
146086680,146086670
146086740,146086749
146086800,146086809
146086860,146086868
146086920,146086917
146086980,146086980
146087040,146087037
146087100,146087089
146087160,146087158
146087220,146087206
146087280,146087264
146087340,146087346
146087400,146087406
146087460,146087469
146087520,146087518
146087580,146087581
146087640,146087646
146087700,146087698
146087760,146087742
146087820,146087843
146087880,146087893
146087940,146087954
146088000,146088002
146088060,146088054
146088120,146088122
146088180,146088184
146088240,146088228
146088300,146088297
146088360,146088367
146088420,146088436
146088480,146088487
146088540,146088538
146088600,146088589
146088660,146088682
146088720,146088723
146088780,146088789
146088840,146088842
146088900,146088889
146088960,146088983
146089020,146089028
146089080,146089094
146089140,146089135
146089200,146089201
146089260,146089275
146089320,146089319
146089380,146089375
146089440,146089431
146089500,146089489
146089560,146089570
146089620,146089621
146089680,146089664
146089740,146089757
146089800,146089814
146089860,146089873
146089920,146089904
146089980,146089982
146090040,146090054
146090100,146090092
146090160,146090154
146090220,146090220
146090280,146090262
146090340,146090344
146090400,146090411
146090460,146090468
146090520,146090536
146090580,146090582
146090640,146090641
146090700,146090700
146090760,146090755
146090820,146090812
146090880,146090875
146090940,146090941
146091000,146090997
146091060,146091063
146091120,146091122
146091180,146091188
146091240,146091237
146091300,146091282
146091360,146091353
146091420,146091441
146091480,146091489
146091540,146091538
146091600,146091600
146091660,146091661
146091720,146091718
146091780,146091783
146091840,146091848
146091900,146091914
146091960,146091959
146092020,146092020
146092080,146092079
146092140,146092142
146092200,146092212
146092260,146092255
146092320,146092344
146092380,146092387
146092440,146092453
146092500,146092493
146092560,146092559
146092620,146092617
146092680,146092682
146092740,146092722
146092800,146092806
146092860,146092846
146092920,146092925
146092980,146092992
146093040,146093041
146093100,146093100
146093160,146093160
146093220,146093220
146093280,146093284
146093340,146093351
146093400,146093408
146093460,146093477
146093520,146093523
146093580,146093578
146093640,146093638
146093700,146093691
146093760,146093759
146093820,146093817
146093880,146093900
146093940,146093947
146094000,146094020
146094060,146094044
146094120,146094125
146094180,146094193
146094240,146094246
146094300,146094299
146094360,146094364
146094420,146094423
146094480,146094484
146094540,146094545
146094600,146094612
146094660,146094665
146094720,146094725
146094780,146094783
146094840,146094847
146094900,146094896
146094960,146094968
146095020,146095020
146095080,146095091
146095140,146095138
146095200,146095202
146095260,146095261
146095320,146095314
146095380,146095393
146095440,146095446
146095500,146095503
146095560,146095575
146095620,146095620
146095680,146095683
146095740,146095754
146095800,146095827
146095860,146095864
146095920,146095939
146095980,146095984
146096040,146096036
146096100,146096108
146096160,146096175
146096220,146096225
146096280,146096287
146096340,146096333
146096400,146096381
146096460,146096465
146096520,146096509
146096580,146096582
146096640,146096637
146096700,146096704
146096760,146096770
146096820,146096806
146096880,146096880
146096940,146096940
146097000,146097015
146097060,146097062
146097120,146097114
146097180,146097177
146097240,146097259
146097300,146097294
146097360,146097362
146097420,146097424
146097480,146097471
146097540,146097534
146097600,146097583
146097660,146097653
146097720,146097728
146097780,146097784
146097840,146097824
146097900,146097916
146097960,146097949
146098020,146098013
146098080,146098097
146098140,146098146
146098200,146098201
146098260,146098276
146098320,146098321
146098380,146098385
146098440,146098437
146098500,146098500
146098560,146098561
146098620,146098632
146098680,146098676
146098740,146098740
146098800,146098781
146098860,146098845
146098920,146098928
146098980,146098979
146099040,146099039
146099100,146099107
146099160,146099159
146099220,146099222
146099280,146099280
146099340,146099322
146099400,146099407
146099460,146099476
146099520,146099533
146099580,146099582
146099640,146099644
146099700,146099705
146099760,146099776
146099820,146099833
146099880,146099879
146099940,146099940
146100000,146100000
146100060,146100056
146100120,146100116
146100180,146100180
146100240,146100218
146100300,146100305
146100360,146100357
146100420,146100410
146100480,146100480
146100540,146100534
146100600,146100613
146100660,146100651
146100720,146100721
146100780,146100784
146100840,146100833
146100900,146100889
146100960,146100964
146101020,146101018
146101080,146101072
146101140,146101127
146101200,146101207
146101260,146101276
146101320,146101316
146101380,146101386
146101440,146101452
146101500,146101511
146101560,146101556
146101620,146101626
146101680,146101688
146101740,146101766
146101800,146101803
146101860,146101871
146101920,146101929
146101980,146101988
146102040,146102033
146102100,146102104
146102160,146102176
146102220,146102219
146102280,146102284
146102340,146102335
146102400,146102404
146102460,146102465
146102520,146102528
146102580,146102579
146102640,146102638
146102700,146102697
146102760,146102764
146102820,146102823
146102880,146102904
146102940,146102936
146103000,146103008
146103060,146103057
146103120,146103118
146103180,146103192
146103240,146103246
146103300,146103307
146103360,146103350
146103420,146103447
146108880,146108884
146108940,146108943
146109000,146109000
146109060,146109046
146109120,146109130
146109180,146109188
146109240,146109239
146109300,146109291
146109360,146109364
146109420,146109432
146109480,146109465
146109540,146109531
146109600,146109602
146109660,146109654
146109720,146109719
146109780,146109780
146109840,146109849
146109900,146109909
146109960,146109971
146110020,146110030
146110080,146110076
146110140,146110119
146110200,146110204
146110260,146110266
146110320,146110326
146110380,146110376
146116440,146116460
146116500,146116510
146116560,146116560
146116620,146116605
146116680,146116685
146116740,146116720
146116800,146116794
146116860,146116868
146116920,146116929
146116980,146116983
146117040,146117049
146117100,146117103
146117160,146117155
146117220,146117222
146117280,146117298
146117340,146117341
146117400,146117404
146117460,146117467
146117520,146117509
146117580,146117572
146117640,146117627
146117700,146117705
146117760,146117759
146117820,146117810
146117880,146117870
146117940,146117949
146118000,146118010
146118060,146118065
146118120,146118122
146118180,146118186
146118240,146118242
146118300,146118305
146118360,146118358
146118420,146118412
146118480,146118475
146118540,146118544
146118600,146118618
146118660,146118654
146118720,146118711
146118780,146118788
146118840,146118848
146118900,146118895
146118960,146118956
146119020,146119016
146119080,146119084
146119140,146119171
146119200,146119195
146119260,146119264
146119320,146119317
146119380,146119382
146119440,146119445
146119500,146119504
146119560,146119552
146119620,146119612
146119680,146119690
146119740,146119744
146119800,146119803
146119860,146119866
146119920,146119914
146119980,146119993
146120040,146120034
146120100,146120091
146120160,146120152
146120220,146120220
146120280,146120306
146120340,146120341
146120400,146120403
146120460,146120476
146120520,146120518
146120580,146120568
146120640,146120635
146120700,146120698
146120760,146120745
146120820,146120819
146120880,146120881
146120940,146120960
146121000,146121008
146121060,146121062
146121120,146121116
146121180,146121174
146121240,146121223
146121300,146121300
146121360,146121339
146121420,146121420
146121480,146121496
146121540,146121537
146121600,146121604
146121660,146121653
146121720,146121703
146121780,146121783
146121840,146121839
146121900,146121905
146121960,146121961
146122020,146122026
146122080,146122076
146122140,146122145
146122200,146122210
146122260,146122256
146122320,146122318
146122380,146122390
146122440,146122445
146122500,146122499
146122560,146122546
146122620,146122618
146122680,146122695
146122740,146122737
146122800,146122799
146122860,146122852
146122920,146122920
146122980,146122980
146123040,146123043
146123100,146123095
146123160,146123150
146123220,146123241
146123280,146123282
146123340,146123333
146123400,146123400
146123460,146123465
146123520,146123531
146123580,146123583
146123640,146123638
146123700,146123705
146123760,146123748
146123820,146123812
146123880,146123892
146123940,146123942
146124000,146124000
146124060,146124055
146124120,146124110
146124180,146124183
146124240,146124241
146124300,146124317
146124360,146124353
146124420,146124421
146124480,146124478
146124540,146124533
146124600,146124618
146124660,146124674
146124720,146124722
146124780,146124768
146124840,146124843
146124900,146124905
146124960,146124955
146125020,146125006
146125080,146125098
146125140,146125128
146125200,146125211
146125260,146125255
146125320,146125317
146125380,146125390
146125440,146125430
146125500,146125498
146125560,146125560
146125620,146125632
146125680,146125690
146125740,146125742
146125800,146125789
146125860,146125872
146125920,146125917
146131680,146131698
146131740,146131730
146131800,146131807
146131860,146131851
146131920,146131913
146131980,146131968
146132040,146132030
146132100,146132107
146132160,146132156
146132220,146132212
146132280,146132271
146132340,146132334
146132400,146132398
146132460,146132470
146132520,146132522
146132580,146132581
146132640,146132640
146132700,146132708
146132760,146132753
146132820,146132825
146132880,146132872
146132940,146132932
146133000,146133008
146133060,146133062
146133120,146133120
146133180,146133173
146133240,146133246
146133300,146133323
146133360,146133367
146133420,146133427
146133480,146133481
146133540,146133553
146133600,146133599
146133660,146133690
146133720,146133724
146133780,146133782
146133840,146133854
146133900,146133892
146133960,146133956
146134020,146134016
146134080,146134080
146134140,146134159
146134200,146134194
146134260,146134286
146134320,146134331
146134380,146134397
146134440,146134444
146134500,146134488
146134560,146134551
146134620,146134635
146134680,146134680
146134740,146134745
146134800,146134805
146134860,146134876
146134920,146134935
146134980,146134985
146135040,146135043
146135100,146135112
146135160,146135153
146135220,146135216
146135280,146135270
146135340,146135334
146135400,146135388
146135460,146135471
146135520,146135520
146135580,146135600
146135640,146135640
146135700,146135705
146135760,146135759
146135820,146135829
146135880,146135888
146135940,146135940
146136000,146136005
146136060,146136056
146136120,146136118
146136180,146136173
146136240,146136251
146136300,146136294
146136360,146136352
146136420,146136431
146136480,146136481
146136540,146136529
146136600,146136592
146136660,146136657
146136720,146136712
146136780,146136781
146136840,146136831
146136900,146136891
146136960,146136969
146137020,146137038
146137080,146137094
146137140,146137138
146137200,146137207
146137260,146137260
146137320,146137339
146137380,146137384
146137440,146137446
146137500,146137520
146137560,146137574
146137620,146137623
146137680,146137673
146137740,146137739
146137800,146137789
146137860,146137878
146137920,146137920
146137980,146137988
146138040,146138044
146138100,146138095
146138160,146138164
146138220,146138225
146138280,146138281
146138340,146138341
146138400,146138405
146138460,146138453
146138520,146138520
146138580,146138578
146138640,146138635
146138700,146138703
146138760,146138741
146138820,146138809
146138880,146138880
146138940,146138956
146139000,146139007
146139060,146139055
146139120,146139135
146139180,146139183
146139240,146139236
146139300,146139300
146139360,146139376
146139420,146139429
146139480,146139476
146139540,146139532
146139600,146139607
146139660,146139651
146139720,146139718
146139780,146139788
146139840,146139832
146139900,146139895
146139960,146139963
146140020,146140020
146140080,146140094
146140140,146140141
146140200,146140207
146140260,146140268
146140320,146140317
146140380,146140389
146140440,146140454
146140500,146140500
146140560,146140557
146140620,146140620
146140680,146140695
146140740,146140741
146140800,146140798
146140860,146140850
146140920,146140921
146140980,146140969
146141040,146141050
146141100,146141094
146141160,146141150
146141220,146141231
146141280,146141284
146141340,146141346
146141400,146141393
146141460,146141469
146141520,146141524
146141580,146141583
146141640,146141650
146141700,146141711
146141760,146141761
146141820,146141836
146141880,146141886
146141940,146141940
146142000,146142007
146142060,146142064
146142120,146142136
146142180,146142184
