date,Error
145510620,145510617
145510680,145510679
145510740,145510737
145510800,145510797
145510860,145510862
145510920,145510907
145510980,145510988
145511040,145511047
145511100,145511097
145511160,145511166
145511220,145511211
145511280,145511273
145511340,145511340
145511400,145511397
145511460,145511454
145511520,145511512
145511580,145511573
145511640,145511647
145511700,145511679
145511760,145511761
145511820,145511816
145511880,145511885
145511940,145511943
145512000,145511971
145512060,145512063
145512120,145512121
145512180,145512179
145512240,145512234
145512300,145512306
145512360,145512354
145512420,145512436
145512480,145512483
145512540,145512559
145512600,145512591
145512660,145512641
145512720,145512725
145512780,145512786
145512840,145512839
145512900,145512883
145512960,145512954
145513020,145513024
145513080,145513077
145513140,145513137
145513200,145513197
145513260,145513249
145513320,145513313
145513380,145513364
145513440,145513455
145513500,145513494
145513560,145513562
145513620,145513608
145513680,145513685
145513740,145513720
145513800,145513807
145513860,145513858
145513920,145513939
145513980,145513965
145514040,145514039
145514100,145514101
145514160,145514170
145514220,145514214
145514280,145514279
145514340,145514317
145514400,145514390
145514460,145514462
145514520,145514529
145514580,145514576
145514640,145514658
145514700,145514715
145514760,145514758
145514820,145514794
145514880,145514861
145514940,145514931
145515000,145515009
145515060,145515061
145515120,145515098
145515180,145515176
145515240,145515254
145515300,145515295
145515360,145515351
145515420,145515438
145515480,145515479
145515540,145515534
145515600,145515601
145515660,145515659
145515720,145515714
145515780,145515790
145515840,145515849
145515900,145515906
145515960,145515957
145516020,145516029
145516080,145516078
145516140,145516142
145516200,145516208
145516260,145516266
145516320,145516335
145516380,145516382
145516440,145516422
145516500,145516487
145516560,145516571
145516620,145516615
145516680,145516681
145516740,145516730
145516800,145516808
145516860,145516855
145516920,145516932
145516980,145516973
145517040,145517049
145517100,145517104
145517160,145517151
145517220,145517228
145517280,145517269
145517340,145517330
145517400,145517405
145517460,145517452
145517520,145517513
145517580,145517575
145517640,145517628
145517700,145517708
145517760,145517764
145517820,145517818
145517880,145517877
145517940,145517942
145518000,145518015
145518060,145518066
145518120,145518113
145518180,145518185
145518240,145518237
145518300,145518297
145518360,145518376
145518420,145518414
145518480,145518474
145518540,145518519
145518600,145518584
145518660,145518662
145518720,145518712
145518780,145518783
145518840,145518827
145518900,145518891
145518960,145518964
145519020,145519032
145519080,145519083
145519140,145519149
145519200,145519215
145519260,145519268
145519320,145519309
145519380,145519377
145519440,145519444
145519500,145519494
145519560,145519562
145519620,145519603
145519680,145519670
145519740,145519743
145519800,145519776
145519860,145519847
145519920,145519918
145519980,145519961
145520040,145520039
145520100,145520091
145520160,145520156
145520220,145520216
145520280,145520280
145520340,145520333
145520400,145520399
145520460,145520452
145520520,145520523
145520580,145520594
145520640,145520640
145520700,145520700
145520760,145520747
145520820,145520824
145520880,145520871
145520940,145520930
145521000,145521003
145521060,145521060
145521120,145521129
145521180,145521192
145521240,145521233
145521300,145521300
145521360,145521375
145521420,145521427
145521480,145521485
145521540,145521551
145521600,145521592
145521660,145521664
145521720,145521732
145521780,145521794
145521840,145521830
145521900,145521896
145521960,145521961
145522020,145522016
145522080,145522075
145522140,145522144
145522200,145522195
145522260,145522241
145522320,145522321
145522380,145522374
145522440,145522431
145522500,145522483
145522560,145522568
145522620,145522596
145522680,145522662
145522740,145522736
145522800,145522810
145522860,145522871
145522920,145522907
145522980,145522977
145523040,145523023
145523100,145523108
145523160,145523144
145523220,145523217
145523280,145523288
145523340,145523336
145523400,145523412
145523460,145523450
145523520,145523521
145523580,145523586
145523640,145523637
145523700,145523711
145523760,145523763
145523820,145523802
145523880,145523917
145523940,145523944
145524000,145524000
145524060,145524045
145524120,145524119
145524180,145524174
145524240,145524244
145524300,145524301
145524360,145524376
145524420,145524420
145524480,145524483
145524540,145524541
145524600,145524597
145524660,145524657
145524720,145524729
145524780,145524785
145524840,145524832
145524900,145524887
145524960,145524958
145525020,145525029
145525080,145525078
145525140,145525155
145525200,145525191
145525260,145525260
145525320,145525293
145525380,145525373
145525440,145525435
145525500,145525503
145525560,145525575
145525620,145525619
145525680,145525692
145525740,145525744
145525800,145525807
145525860,145525854
145525920,145525931
145525980,145525968
145526040,145526042
145526100,145526089
145526160,145526153
145526220,145526204
145526280,145526273
145526340,145526341
145526400,145526398
145526460,145526445
145526520,145526532
145526580,145526581
145526640,145526648
145526700,145526705
145526760,145526752
145526820,145526799
145526880,145526869
145526940,145526950
145527000,145526988
145527060,145527066
145527120,145527112
145527180,145527181
145527240,145527220
145527300,145527309
145527360,145527358
145531740,145531748
145531800,145531810
145531860,145531847
145531920,145531914
145531980,145531971
145532040,145532050
145532100,145532098
145532160,145532172
145532220,145532214
145532280,145532279
145532340,145532325
145532400,145532411
145532460,145532455
145532520,145532504
145532580,145532573
145532640,145532615
145532700,145532698
145532760,145532760
145532820,145532820
145532880,145532892
145532940,145532935
145533000,145533006
145533060,145533061
145533120,145533117
145533180,145533158
145533240,145533247
145533300,145533293
145533360,145533359
145533420,145533406
145533480,145533480
145533540,145533540
145533600,145533599
145533660,145533657
145533720,145533728
145533780,145533787
145533840,145533845
145533900,145533931
145533960,145533952
145534020,145534015
145534080,145534068
145534140,145534142
145534200,145534192
145534260,145534232
145534320,145534306
145534380,145534379
145534440,145534448
145534500,145534483
145534560,145534552
145534620,145534617
145534680,145534671
145534740,145534743
145534800,145534799
145534860,145534861
145534920,145534911
145534980,145534993
145535040,145535038
145535100,145535110
145535160,145535154
145535220,145535223
145535280,145535272
145535340,145535329
145535400,145535391
145535460,145535458
145535520,145535516
145535580,145535593
145535640,145535627
145535700,145535688
145535760,145535775
145535820,145535824
145535880,145535860
145535940,145535942
145536000,145536000
145536060,145536037
145536120,145536115
145536180,145536178
145536240,145536245
145536300,145536307
145536360,145536359
145536420,145536428
145536480,145536477
145536540,145536530
145536600,145536589
145536660,145536663
145536720,145536699
145536780,145536784
145536840,145536827
145536900,145536895
145536960,145536963
145537020,145537030
145537080,145537059
145537140,145537130
145537200,145537199
145537260,145537253
145543200,145543215
145543260,145543260
145543320,145543309
145543380,145543381
145543440,145543437
145543500,145543468
145543560,145543562
145543620,145543603
145543680,145543683
145543740,145543729
145543800,145543784
145543860,145543862
145543920,145543904
145543980,145543974
145544040,145544040
145544100,145544104
145544160,145544165
145544220,145544218
145544280,145544270
145544340,145544357
145544400,145544392
145544460,145544476
145544520,145544514
145544580,145544589
145544640,145544648
145544700,145544688
145544760,145544761
145544820,145544825
145544880,145544885
145544940,145544937
145545000,145545001
145545060,145545055
145545120,145545107
145545180,145545187
145545240,145545233
145545300,145545311
145545360,145545364
145545420,145545410
145545480,145545477
145545540,145545536
145545600,145545590
145545660,145545663
145545720,145545714
145545780,145545794
145545840,145545846
145545900,145545890
145545960,145545958
145546020,145546016
145546080,145546063
145546140,145546147
145546200,145546207
145546260,145546267
145546320,145546314
145546380,145546388
145546440,145546436
145546500,145546507
145546560,145546576
145546620,145546620
145546680,145546664
145546740,145546735
145546800,145546804
145546860,145546870
145546920,145546907
145546980,145546977
145547040,145547040
145547100,145547102
145547160,145547167
145547220,145547209
145547280,145547274
145547340,145547348
145547400,145547401
145547460,145547462
145547520,145547529
145547580,145547580
145547640,145547643
145547700,145547695
145547760,145547745
145547820,145547806
145547880,145547879
145547940,145547937
145548000,145547992
145548060,145548061
145548120,145548110
145548180,145548180
145548240,145548238
145548300,145548290
145548360,145548336
145548420,145548432
145548480,145548481
145548540,145548512
145548600,145548594
145548660,145548661
145548720,145548716
145548780,145548783
145548840,145548829
145548900,145548900
145548960,145548958
145549020,145549017
145549080,145549076
145549140,145549140
145549200,145549207
145549260,145549253
145549320,145549314
145553100,145553079
145553160,145553153
145553220,145553226
145553280,145553294
145553340,145553340
145553400,145553414
145553460,145553462
145553520,145553520
145553580,145553577
145553640,145553640
145553700,145553696
145553760,145553757
145553820,145553812
145553880,145553880
145553940,145553939
145554000,145553984
145554060,145554056
145554120,145554110
145554180,145554158
145554240,145554242
145554300,145554313
145554360,145554381
145554420,145554433
145554480,145554470
145554540,145554549
145554600,145554609
145554660,145554639
145554720,145554726
145554780,145554784
145554840,145554840
145554900,145554900
145554960,145554959
145555020,145555034
145555080,145555074
145555140,145555137
145555200,145555199
145555260,145555260
145555320,145555301
145555380,145555391
145555440,145555440
145555500,145555503
145555560,145555560
145555620,145555617
145555680,145555675
145555740,145555739
145555800,145555800
145555860,145555869
145555920,145555921
145555980,145555977
145556040,145556057
145556100,145556086
145556160,145556145
145556220,145556221
145556280,145556276
145556340,145556321
145556400,145556395
145556460,145556451
145556520,145556529
145556580,145556572
145556640,145556648
145556700,145556702
145556760,145556756
145556820,145556819
145556880,145556882
145556940,145556915
145557000,145557001
145557060,145557055
145557120,145557135
145557180,145557172
145557240,145557249
145557300,145557273
145557360,145557366
145557420,145557420
145557480,145557476
145557540,145557537
145557600,145557596
145557660,145557662
145557720,145557717
145557780,145557761
145557840,145557837
145557900,145557920
145557960,145557959
145558020,145558020
145558080,145558074
145558140,145558140
145558200,145558200
145558260,145558256
145558320,145558326
145558380,145558369
145558440,145558437
145558500,145558503
145558560,145558556
145558620,145558606
145558680,145558683
145558740,145558729
145558800,145558794
145558860,145558850
145558920,145558917
145558980,145558974
145559040,145559034
145559100,145559104
145559160,145559175
145559220,145559215
145559280,145559283
145559340,145559335
145559400,145559399
145559460,145559469
145559520,145559519
145559580,145559570
145559640,145559631
145559700,145559692
145559760,145559758
145559820,145559826
145559880,145559865
145559940,145559928
145560000,145559989
145560060,145560041
145560120,145560131
145560180,145560178
145560240,145560257
145560300,145560284
145560360,145560370
145560420,145560411
145560480,145560474
145560540,145560529
145560600,145560589
145560660,145560645
145560720,145560720
145560780,145560765
145560840,145560836
145560900,145560898
145560960,145560964
145561020,145561020
145561080,145561081
145563720,145563747
145563780,145563788
145563840,145563849
145563900,145563910
145563960,145563959
145564020,145564031
145564080,145564079
145564140,145564130
145564200,145564193
145564260,145564263
145564320,145564303
145564380,145564380
145564440,145564431
145564500,145564505
145564560,145564551
145564620,145564636
145564680,145564685
145564740,145564726
145564800,145564815
145564860,145564856
145564920,145564911
145564980,145564968
145565040,145565043
145565100,145565113
145565160,145565153
145565220,145565209
145565280,145565267
145565340,145565352
145565400,145565414
145565460,145565455
145565520,145565523
145565580,145565578
145565640,145565638
145565700,145565707
145565760,145565762
145565820,145565821
145565880,145565876
145565940,145565946
145566000,145565996
145566060,145566059
145566120,145566120
145566180,145566166
145566240,145566236
145566300,145566295
145566360,145566360
145566420,145566407
145566480,145566467
145566540,145566554
145566600,145566609
145566660,145566666
145566720,145566736
145566780,145566782
145566840,145566838
145566900,145566902
145566960,145566940
145567020,145567008
145567080,145567085
145567140,145567139
145567200,145567186
145567260,145567264
145567320,145567327
145567380,145567384
145567440,145567438
145567500,145567490
145567560,145567560
145567620,145567622
145567680,145567675
145567740,145567744
145567800,145567801
145567860,145567861
145567920,145567898
145567980,145567988
145568040,145568055
145568100,145568094
145568160,145568144
145568220,145568224
145568280,145568274
145568340,145568329
145568400,145568410
145568460,145568445
145568520,145568525
145568580,145568566
145568640,145568652
145568700,145568703
145568760,145568756
145568820,145568820
145568880,145568883
145568940,145568946
145569000,145569006
145569060,145569063
145569120,145569114
145569180,145569184
145569240,145569225
145569300,145569308
145569360,145569366
145569420,145569431
145569480,145569473
145569540,145569540
145569600,145569606
145569660,145569661
145569720,145569714
145569780,145569781
145569840,145569839
145569900,145569907
145569960,145569952
145570020,145570021
145570080,145570080
145570140,145570145
145570200,145570198
145570260,145570260
145570320,145570318
145570380,145570379
145570440,145570439
145572360,145572343
145572420,145572434
145572480,145572465
145572540,145572547
145572600,145572593
145572660,145572663
145572720,145572717
145572780,145572781
145572840,145572830
145572900,145572877
145572960,145572962
145573020,145573012
145573080,145573072
145573140,145573131
145573200,145573217
145573260,145573253
145573320,145573321
145573380,145573367
145573440,145573453
145573500,145573493
145573560,145573532
145573620,145573645
145573680,145573668
145573740,145573751
145573800,145573805
145573860,145573864
145573920,145573916
145573980,145573980
145574040,145574050
145574100,145574095
145574160,145574160
145574220,145574227
145574280,145574279
145574340,145574334
145574400,145574412
145574460,145574461
145574520,145574517
145574580,145574571
145574640,145574628
145574700,145574706
145574760,145574767
145574820,145574797
145574880,145574872
145574940,145574947
145575000,145575022
145575060,145575079
145575120,145575127
145575180,145575191
145575240,145575233
145575300,145575305
145575360,145575346
145575420,145575413
145575480,145575481
145575540,145575559
145575600,145575605
145575660,145575660
145575720,145575717
145575780,145575765
145575840,145575844
145575900,145575895
145575960,145575960
145576020,145576010
145576080,145576080
145576140,145576123
145576200,145576203
145576260,145576271
145576320,145576327
145576380,145576399
145576440,145576441
145576500,145576503
145576560,145576563
145576620,145576610
145576680,145576699
145576740,145576747
145576800,145576796
145576860,145576849
145576920,145576923
145576980,145576986
145577040,145577040
145577100,145577100
145577160,145577157
145577220,145577218
145577280,145577291
145577340,145577352
145577400,145577383
145577460,145577460
145577520,145577506
145577580,145577565
145577640,145577643
145577700,145577690
145577760,145577727
145577820,145577824
145577880,145577890
145577940,145577958
145578000,145577995
145578060,145578072
145578120,145578092
145578180,145578168
145578240,145578243
145578300,145578302
145578360,145578371
145578420,145578427
145578480,145578478
145578540,145578553
145578600,145578604
145578660,145578675
145582560,145582550
145582620,145582613
145582680,145582668
145582740,145582739
145582800,145582803
145582860,145582859
145582920,145582907
145582980,145582963
145583040,145583031
145583100,145583091
145583160,145583165
145583220,145583215
145583280,145583277
145583340,145583337
145583400,145583408
145583460,145583474
145583520,145583522
145583580,145583576
145583640,145583652
145583700,145583702
145583760,145583754
145583820,145583828
145583880,145583880
145583940,145583924
145584000,145584004
145584060,145584060
145584120,145584100
145584180,145584157
145584240,145584240
145584300,145584304
145584360,145584364
145584420,145584405
145584480,145584475
145584540,145584544
145584600,145584583
145584660,145584659
145584720,145584720
145584780,145584787
145584840,145584814
145584900,145584900
145584960,145584978
145585020,145585012
145585080,145585075
145585140,145585147
145585200,145585191
145585260,145585269
145585320,145585323
145585380,145585363
145585440,145585440
145585500,145585484
145585560,145585567
145585620,145585602
145585680,145585660
145585740,145585727
145585800,145585790
145585860,145585871
145585920,145585918
145585980,145585980
145586040,145586048
145586100,145586092
145586160,145586153
145586220,145586210
145586280,145586285
145586340,145586354
145586400,145586400
145586460,145586452
145586520,145586513
145586580,145586567
145586640,145586645
145586700,145586688
145586760,145586756
145586820,145586807
145586880,145586860
145586940,145586913
145587000,145586990
145587060,145587060
145587120,145587115
145587180,145587176
145587240,145587228
145593060,145593060
145593120,145593101
145593180,145593179
145593240,145593234
145593300,145593304
145593360,145593342
145593420,145593414
145593480,145593494
145593540,145593527
145593600,145593605
145593660,145593671
145593720,145593718
145593780,145593787
145593840,145593848
145593900,145593913
145593960,145593955
145594020,145594017
145594080,145594086
145594140,145594131
145594200,145594199
145594260,145594252
145594320,145594295
145594380,145594381
145594440,145594455
145594500,145594495
145594560,145594559
145594620,145594614
145594680,145594671
145594740,145594740
145594800,145594808
145594860,145594880
145594920,145594926
145594980,145594969
145595040,145595024
145595100,145595111
145595160,145595161
145595220,145595212
145595280,145595268
145595340,145595330
145595400,145595410
145595460,145595458
145595520,145595504
145595580,145595586
145595640,145595641
145595700,145595696
145595760,145595764
145595820,145595810
145595880,145595887
145595940,145595924
145596000,145595989
145596060,145596045
145596120,145596114
145596180,145596171
145596240,145596235
145596300,145596299
145596360,145596363
145596420,145596420
145596480,145596480
145596540,145596554
145596600,145596596
145596660,145596644
145596720,145596727
145596780,145596796
145596840,145596840
145596900,145596906
145596960,145596952
145597020,145597020
145597080,145597084
145597140,145597141
145597200,145597193
145597260,145597274
145602960,145602944
145603020,145603008
145603080,145603083
145603140,145603152
145603200,145603199
145603260,145603260
145603320,145603310
145603380,145603378
145603440,145603431
145603500,145603497
145603560,145603565
145603620,145603599
145603680,145603680
145603740,145603730
145603800,145603792
145603860,145603869
145603920,145603920
145603980,145603987
145604040,145604021
145604100,145604094
145604160,145604154
145604220,145604213
145604280,145604282
145604340,145604346
145604400,145604387
145604460,145604449
145604520,145604506
145604580,145604589
145604640,145604633
145604700,145604697
145604760,145604755
145604820,145604809
145604880,145604881
145604940,145604941
145605000,145605007
145605060,145605056
145605120,145605116
145605180,145605173
145605240,145605252
145605300,145605308
145610580,145610588
145610640,145610640
145610700,145610712
145610760,145610760
145610820,145610821
145610880,145610876
145610940,145610952
145611000,145610977
145611060,145611053
145611120,145611115
145611180,145611163
145611240,145611231
145611300,145611277
145611360,145611360
145611420,145611404
145611480,145611481
145611540,145611536
145611600,145611590
145611660,145611643
145611720,145611712
145611780,145611781
145611840,145611837
145611900,145611904
145611960,145611951
145612020,145612034
145612080,145612076
145612140,145612130
145612200,145612211
145612260,145612271
145612320,145612318
145612380,145612374
145612440,145612447
145612500,145612490
145612560,145612567
145612620,145612605
145612680,145612678
145612740,145612739
145612800,145612810
145612860,145612840
145612920,145612920
145612980,145612977
145613040,145613039
145613100,145613090
145613160,145613145
145613220,145613214
145613280,145613276
145613340,145613352
145613400,145613400
145613460,145613458
145613520,145613524
145613580,145613562
145613640,145613645
145613700,145613707
145613760,145613767
145613820,145613815
145613880,145613866
145613940,145613929
145614000,145614000
145614060,145614063
145614120,145614130
145614180,145614193
145614240,145614246
145614300,145614299
145614360,145614360
145614420,145614416
145614480,145614488
145614540,145614543
145614600,145614600
145614660,145614646
145614720,145614728
145614780,145614763
145614840,145614850
145614900,145614907
145614960,145614943
145615020,145615018
145615080,145615066
145615140,145615137
145615200,145615203
145615260,145615257
145615320,145615305
145615380,145615380
145615440,145615440
145615500,145615498
145615560,145615548
145615620,145615615
145615680,145615680
145615740,145615737
145615800,145615819
145615860,145615860
145615920,145615916
145615980,145615982
145616040,145616027
145616100,145616102
145616160,145616174
145616220,145616210
145616280,145616280
145616340,145616345
145616400,145616382
145616460,145616474
145616520,145616508
145616580,145616575
145616640,145616641
145616700,145616696
145616760,145616766
145616820,145616820
145616880,145616883
145616940,145616939
145617000,145617012
145617060,145617038
145617120,145617121
145617180,145617175
145617240,145617229
145617300,145617290
145617360,145617353
145617420,145617423
145617480,145617470
145617540,145617537
145617600,145617600
145617660,145617647
145617720,145617729
145617780,145617802
145617840,145617832
145617900,145617907
145617960,145617955
145618020,145618023
145618080,145618077
145618140,145618160
145618200,145618195
145618260,145618265
145618320,145618324
145618380,145618368
145618440,145618417
145618500,145618503
145618560,145618566
145618620,145618613
145618680,145618672
145618740,145618747
145618800,145618806
145618860,145618867
145618920,145618920
145618980,145618971
145619040,145619026
145619100,145619079
145619160,145619158
145619220,145619237
145619280,145619282
145619340,145619338
145619400,145619383
145619460,145619452
145619520,145619519
145619580,145619576
145619640,145619647
145619700,145619697
145619760,145619764
145619820,145619817
145619880,145619877
145619940,145619950
145620000,145619991
145620060,145620056
145620120,145620106
145620180,145620179
145620240,145620248
145620300,145620304
145620360,145620365
145620420,145620428
145620480,145620484
145620540,145620545
145620600,145620602
145620660,145620649
145620720,145620723
145620780,145620787
145620840,145620830
145620900,145620900
145620960,145620968
145621020,145621015
145621080,145621065
145621140,145621139
145621200,145621213
145621260,145621249
145621320,145621317
145621380,145621371
145621440,145621435
145621500,145621500
145621560,145621572
145621620,145621611
145621680,145621671
145621740,145621730
145621800,145621788
145621860,145621843
145621920,145621910
145621980,145621977
145622040,145622039
145622100,145622109
145622160,145622150
145622220,145622211
145622280,145622271
145622340,145622340
145622400,145622397
145622460,145622465
145622520,145622511
145622580,145622587
145622640,145622647
145622700,145622696
145622760,145622752
145622820,145622820
145622880,145622871
145622940,145622957
145623000,145623000
145623060,145623065
145623120,145623106
145623180,145623161
145623240,145623244
145623300,145623303
145623360,145623351
145623420,145623413
145623480,145623472
145623540,145623540
145623600,145623607
145623660,145623643
145623720,145623722
145623780,145623770
145623840,145623833
145623900,145623897
145623960,145623945
145624020,145624046
145624080,145624102
145624140,145624145
145624200,145624204
145624260,145624248
145624320,145624341
145624380,145624379
145624440,145624437
145624500,145624510
145624560,145624560
145624620,145624611
145624680,145624676
145624740,145624735
145624800,145624799
145624860,145624863
145624920,145624923
145624980,145624991
145625040,145625038
145625100,145625107
145625160,145625175
145625220,145625206
145625280,145625285
145625340,145625328
145625400,145625383
145625460,145625473
145625520,145625529
145625580,145625583
145625640,145625634
145625700,145625713
145625760,145625745
145625820,145625819
145625880,145625882
145625940,145625950
145626000,145625983
145626060,145626028
145626120,145626120
145626180,145626181
145626240,145626240
145626300,145626290
145626360,145626358
145626420,145626403
145626480,145626482
145626540,145626546
145626600,145626591
145626660,145626638
145626720,145626717
145626780,145626777
145626840,145626838
145626900,145626911
145626960,145626960
145627020,145627038
145627080,145627081
145627140,145627128
145630020,145630027
145630080,145630097
145630140,145630145
145630200,145630195
145630260,145630248
145630320,145630320
145630380,145630368
145630440,145630424
145630500,145630494
145630560,145630541
145630620,145630605
145630680,145630683
145635000,145635002
145635060,145635058
145635120,145635133
145635180,145635167
145635240,145635244
145635300,145635293
145635360,145635366
145635420,145635401
145635480,145635490
145635540,145635535
145635600,145635586
145635660,145635665
145635720,145635717
145635780,145635780
145635840,145635850
145635900,145635888
145635960,145635951
145636020,145636019
145636080,145636083
145636140,145636131
145636200,145636191
145636260,145636265
145636320,145636327
145636380,145636391
145636440,145636436
145636500,145636473
145636560,145636563
145636620,145636625
145636680,145636664
145636740,145636739
145636800,145636800
145636860,145636861
145636920,145636914
145636980,145636979
145637040,145637044
145637100,145637081
145637160,145637167
145637220,145637215
145637280,145637285
145637340,145637331
145637400,145637381
145637460,145637469
145637520,145637534
145637580,145637560
145637640,145637626
145637700,145637699
145637760,145637748
145637820,145637825
145637880,145637871
145637940,145637933
145638000,145638000
145638060,145638037
145638120,145638115
145638180,145638198
145638240,145638243
145638300,145638289
145638360,145638368
145638420,145638438
145638480,145638490
145638540,145638533
145638600,145638592
145638660,145638655
145638720,145638708
145638780,145638779
145638840,145638828
145638900,145638890
145638960,145638961
145639020,145639013
145639080,145639076
145639140,145639159
145639200,145639201
145639260,145639269
145639320,145639322
145639380,145639384
145639440,145639425
145639500,145639493
145639560,145639556
145639620,145639614
145639680,145639676
145639740,145639740
145639800,145639796
145639860,145639864
145639920,145639916
145639980,145639988
145640040,145640038
145640100,145640093
145640160,145640146
145640220,145640211
145640280,145640276
145640340,145640350
145640400,145640386
145640460,145640468
145640520,145640518
145640580,145640570
145640640,145640625
145640700,145640703
145640760,145640739
145640820,145640814
145640880,145640874
145640940,145640937
145641000,145641003
145641060,145641052
145641120,145641120
145641180,145641166
145641240,145641239
145641300,145641304
145641360,145641355
145641420,145641421
145641480,145641480
145641540,145641535
145641600,145641598
145641660,145641657
145641720,145641699
145641780,145641764
145641840,145641842
145641900,145641878
145641960,145641969
145642020,145642004
145642080,145642079
145642140,145642142
145642200,145642192
145642260,145642269
145642320,145642305
145642380,145642387
145642440,145642440
145642500,145642497
145642560,145642568
145642620,145642623
145642680,145642666
145642740,145642752
145642800,145642808
145642860,145642860
145642920,145642920
145642980,145642991
145643040,145643054
145643100,145643104
145643160,145643147
145643220,145643220
145643280,145643286
145643340,145643330
145643400,145643386
145643460,145643459
145643520,145643520
145643580,145643581
145643640,145643650
145643700,145643677
145643760,145643759
145643820,145643816
145643880,145643879
145643940,145643940
145647480,145647490
145647540,145647541
145647600,145647612
145647660,145647668
145647720,145647721
145647780,145647766
145647840,145647843
145647900,145647901
145647960,145647977
145648020,145648025
145648080,145648067
145648140,145648131
145648200,145648207
145648260,145648257
145648320,145648306
145648380,145648382
145648440,145648442
145648500,145648497
145648560,145648566
145648620,145648617
145648680,145648696
145648740,145648728
145648800,145648807
145648860,145648867
145648920,145648930
145648980,145648977
145649040,145649034
145649100,145649115
145649160,145649163
145649220,145649213
145649280,145649286
145649340,145649353
145649400,145649404
145649460,145649451
145649520,145649527
145649580,145649563
145649640,145649645
145649700,145649707
145649760,145649756
145649820,145649820
145649880,145649880
145649940,145649933
145650000,145649990
145650060,145650056
145650120,145650112
145650180,145650193
145650240,145650225
145650300,145650315
145650360,145650356
145650420,145650411
145650480,145650473
145650540,145650528
145650600,145650578
145650660,145650666
145650720,145650717
145650780,145650770
145650840,145650825
145650900,145650893
145650960,145650946
145651020,145651030
145651080,145651060
145651140,145651129
145651200,145651190
145651260,145651262
145651320,145651320
145651380,145651377
145651440,145651437
145651500,145651501
145651560,145651551
145651620,145651622
145651680,145651665
145651740,145651743
145651800,145651793
145651860,145651869
145651920,145651906
145651980,145651974
145652040,145652030
145652100,145652107
145652160,145652144
145652220,145652226
145652280,145652282
145652340,145652343
145652400,145652392
145652460,145652462
145652520,145652535
145652580,145652572
145652640,145652640
145656720,145656723
145656780,145656771
145656840,145656833
145661100,145661092
145661160,145661166
145661220,145661225
